Продукт,Калорийность,Белки,Жиры,Углеводы
"Колбаса сырокопченая, любительская",514 кКал,"20,9 г","47,8 г",0 г
"Колбаса сырокопченая, московская",473 кКал,"24,8 г","41,5 г",0 г
"Колбаса сырокопченая, столичная",487 кКал,24 г,"43,4 г",0 г
"Колбаса, Берлинская, свинина, говядина",230 кКал,"15,27 г","17,2 г","2,59 г"
"Колбаса, Болонская, говядина, с пониж. содер. натрия",310 кКал,"11,7 г","28,4 г",2 г
"Колбаса, Брауншвейгская, свинина",327 кКал,"14,5 г","28,5 г","3,1 г"
"Колбаса, из свинины и говядины, с сыром чеддер, копченая",296 кКал,"12,89 г","25,84 г","2,13 г"
"Колбаса, итальянская, свинина, вареная",324 кКал,"18,4 г","26,4 г","1,86 г"
"Колбаса, Итальянская, свинина, сырая",290 кКал,"13,9 г","24,26 г","2,97 г"
"Колбаса, итальянская, сладкая, сосиски или сардельки",149 кКал,"16,13 г","8,42 г","2,1 г"
"Колбаса, Кровяная",379 кКал,"14,6 г","34,5 г","1,29 г"
"Колбаса, Ливерная, свинина",326 кКал,"14,1 г","28,5 г","2,2 г"
"Колбаса, польская, говядина с курицей, острая",259 кКал,"17,6 г","19,4 г","3,6 г"
"Колбаса, польская, из индейки и говядины, копченая",226 кКал,"13,1 г","17,6 г","3,9 г"
"Колбаса, польская, из свинины",326 кКал,"14,1 г","28,72 г","1,63 г"
"Колбаса, польская, из свинины и говядины, копченая",301 кКал,"12,07 г","26,56 г","1,98 г"
"Колбаса, свинина, вареная",339 кКал,"19,43 г","28,36 г",0 г
"Колбаса, свинина, говядина, вареная",396 кКал,"13,8 г","36,25 г","2,7 г"
"Колбаса, свинина, сырая",288 кКал,"15,39 г","24,8 г","0,93 г"
"Колбасы, копченые сардельки, из свинины и говядины",320 кКал,12 г,"28,73 г","2,42 г"
"Копченые сардельки, из свинины",309 кКал,"11,98 г","28,23 г","0,94 г"
"Копченые сардельки, из свинины и говядины, …",268 кКал,"13,97 г","21,43 г","3,96 г"
"Копченые сардельки, из свинины и говядины, с добавлением обезжиренного сухого молока",313 кКал,"13,28 г","27,61 г","1,92 г"
Корейка копчено-запеченная (свинина),475 кКал,"10,2 г","48,2 г",0 г
Корейка сырокопченая (свинина),469 кКал,"10,5 г","47,4 г",0 г
"Куриные грудки, запеченные в духовке, обезжиренные, нарезка",79 кКал,"16,79 г","0,39 г","2,17 г"
"курица, Паштет, из печени, консерв.",201 кКал,"13,45 г","13,1 г","6,55 г"
"Ливанская болонья, говядина",172 кКал,"19,03 г","10,44 г","0,44 г"
Мясной хлеб ветчинный,256 кКал,"12,9 г","21,8 г","1,9 г"
Мясной хлеб говяжий,263 кКал,"10,5 г","23,9 г","1,4 г"
Мясной хлеб отдельный,246 кКал,12 г,21 г,"2,1 г"
Окорок тамбовский вареный,288 кКал,"14,3 г","25,6 г",0 г
Охотничьи колбаски,463 кКал,"25,3 г",40 г,"0,3 г"
Палочки из бекона и говядины,517 кКал,"29,1 г","44,2 г","0,8 г"
"Пастрома, из индейки",139 кКал,"16,3 г","6,21 г","3,24 г"
"Паштет, из ливерной колбасы",305 кКал,"12,38 г","25,45 г","3,39 г"
"Паштет, с ароматом трюфелей",327 кКал,"11,2 г","28,5 г","6,3 г"
"Пепперони (острое салями), свинина, говядина",504 кКал,"19,25 г","46,28 г","1,18 г"
"Рулет из индейки, белое и темное мясо",149 кКал,"18,14 г","6,99 г","2,12 г"
"Рулет из индейки, белое мясо",106 кКал,"14,81 г","3,77 г","2,2 г"
"Рулет из куриных грудок, запеченный в духовке",134 кКал,"14,59 г","7,65 г","1,79 г"
"Салями, воздушной варки, из говядины",261 кКал,"12,6 г","22,2 г","1,9 г"
"Салями, воздушной варки, из говядины и свинины",336 кКал,"21,85 г","25,9 г","2,4 г"
"Салями, воздушной варки, индюшатина",172 кКал,"19,2 г","9,21 г","1,45 г"
"Салями, из свинины, и говядины, меньше натрия",396 кКал,"15,01 г","30,5 г","15,18 г"
"Салями, итальянская, свинина",425 кКал,"21,7 г",37 г,"1,2 г"
"Салями, сухая или твердая, свинина",407 кКал,"22,58 г","33,72 г","1,6 г"
"Салями, сухая или твердая, свинина, говядина",378 кКал,"21,07 г","31,65 г","0,72 г"
"Сарделька (сосиска), говядина",315 кКал,"11,69 г","28,1 г","2,97 г"
"Сарделька (сосиска), говядина и свинина",305 кКал,"11,53 г","27,64 г","1,72 г"
"Сарделька (сосиска), говядина, свинина, индейка, обезжиринная, 1.6% жира",109 кКал,"12,5 г","1,59 г","11,21 г"
"Сарделька (сосиска), говяжья, разогретая",322 кКал,"11,69 г","29,36 г","2,66 г"
"Сарделька (сосиска), индейка",223 кКал,"12,23 г","17,29 г","3,81 г"
"Сарделька (сосиска), куриная",223 кКал,"15,51 г","16,19 г","2,74 г"
"Сарделька (сосиска), мясная",290 кКал,"10,26 г","25,76 г","4,17 г"
"Сарделька (сосиска), мясная и домашняя птица, маложирная, 2.8% жира",121 кКал,"15,5 г","2,8 г","8,3 г"
"Сарделька (сосиска), мясная, маложирная, 10% жира",140 кКал,12 г,"9,5 г","1,6 г"
"Сарделька (сосиска), мясная, разогретая",278 кКал,"9,77 г","24,31 г","4,9 г"
"Сарделька (сосиска), с низким содерж. Натрия",312 кКал,12 г,"28,51 г","1,8 г"
Сардельки 1 сорта,202 кКал,"10,3 г","17,2 г","1,5 г"
Сардельки говяжьи,215 кКал,"11,4 г","18,2 г","1,3 г"
"Сардельки говяжьи отварные, по 1-394",215 кКал,"11,4 г","18,2 г","1,2 г"
Сардельки свиные,322 кКал,"10,1 г","31,6 г","1,8 г"
"Свинина, Паштет, из ветчины",216 кКал,"8,68 г","15,53 г","10,64 г"
"Свинина, Паштет, ливерный",304 кКал,"15,2 г","25,6 г","2,1 г"
"Свинина, Паштет, с сыром и беконом",245 кКал,"16,18 г","18,53 г","2,28 г"
Сервелат,461 кКал,24 г,"40,5 г","0,2 г"
Сосиски говяжьи,226 кКал,"10,4 г","20,1 г","0,8 г"
"Сосиски говяжьи отварные, по 1-394",225 кКал,"10,4 г",20 г,"0,8 г"
Сосиски столичные,234 кКал,"12,2 г","20,3 г","0,5 г"
"Сосиски, венские, консервированные, из курицы, говядины, и свинины",230 кКал,"10,5 г","19,4 г","2,6 г"
"Сосиски, молочные",261 кКал,11 г,"23,9 г","0,4 г"
"Сосиски, русские",250 кКал,"11,3 г",22 г,"1,7 г"
"Сосиски, свиные",324 кКал,"11,8 г","30,8 г",0 г
"Спред для сэндвичей, паштет, из свинины и говядины",235 кКал,"7,66 г","17,34 г","11,74 г"
"Спред-салат, для сэндвичей, домашняя птица",200 кКал,"11,64 г","13,52 г","7,41 г"
"Чоризо (чорисо), из свинины и говядины",296 кКал,"13,63 г","25,1 г","3,78 г"
[
    {
        "Title": "Oscar Mayer (Оскар Майер), ветчина, медовая, с добавлением воды",
        "Calories": "111 кКал",
        "Proteins": "16,7 г",
        "Fats": "3,5 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Боквурст, (кнакер, варёно-копчёная сарделька), свинина, телятина, сырая",
        "Calories": "301 кКал",
        "Proteins": "14,03 г",
        "Fats": "25,87 г",
        "Urglevodi": "1,95 г"
    },
    {
        "Title": "Болонская колбаса, говядина",
        "Calories": "299 кКал",
        "Proteins": "10,91 г",
        "Fats": "26,13 г",
        "Urglevodi": "4,29 г"
    },
    {
        "Title": "Болонская колбаса, говядина и свинина",
        "Calories": "308 кКал",
        "Proteins": "15,2 г",
        "Fats": "24,59 г",
        "Urglevodi": "5,49 г"
    },
    {
        "Title": "Болонская колбаса, говядина и свинина, с низким содерж. жира, 19% жира",
        "Calories": "230 кКал",
        "Proteins": "11,5 г",
        "Fats": "19,3 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Болонская колбаса, говядина, с низким содерж. жира, 15% жира",
        "Calories": "204 кКал",
        "Proteins": "11,8 г",
        "Fats": "14,8 г",
        "Urglevodi": "5,2 г"
    },
    {
        "Title": "Болонская колбаса, индейка",
        "Calories": "209 кКал",
        "Proteins": "11,42 г",
        "Fats": "16,05 г",
        "Urglevodi": "4,18 г"
    },
    {
        "Title": "Болонская колбаса, курица, индейка, свинина",
        "Calories": "298 кКал",
        "Proteins": "9,88 г",
        "Fats": "26,18 г",
        "Urglevodi": "5,65 г"
    },
    {
        "Title": "Болонская колбаса, курица, свинина",
        "Calories": "336 кКал",
        "Proteins": "10,31 г",
        "Fats": "30,61 г",
        "Urglevodi": "4,19 г"
    },
    {
        "Title": "Болонская колбаса, курица, свинина, говядина",
        "Calories": "272 кКал",
        "Proteins": "11,33 г",
        "Fats": "22,73 г",
        "Urglevodi": "5,61 г"
    },
    {
        "Title": "Болонская колбаса, свинина",
        "Calories": "247 кКал",
        "Proteins": "15,3 г",
        "Fats": "19,87 г",
        "Urglevodi": "0,73 г"
    },
    {
        "Title": "Болонская колбаса, свинина и индейка, легкая, 16% жира",
        "Calories": "211 кКал",
        "Proteins": "13,06 г",
        "Fats": "16,06 г",
        "Urglevodi": "3,45 г"
    },
    {
        "Title": "Болонская колбаса, свинина, индейка, говядина",
        "Calories": "336 кКал",
        "Proteins": "11,56 г",
        "Fats": "29,25 г",
        "Urglevodi": "6,66 г"
    },
    {
        "Title": "Братвурст, сарделька, из говядины и свинины",
        "Calories": "323 кКал",
        "Proteins": "14,3 г",
        "Fats": "27,8 г",
        "Urglevodi": "2,98 г"
    },
    {
        "Title": "Братвурст, сарделька, из говядины и свинины, копченая",
        "Calories": "297 кКал",
        "Proteins": "12,2 г",
        "Fats": "26,34 г",
        "Urglevodi": "2 г"
    },
    {
        "Title": "Братвурст, сарделька, из курицы, приготовленная",
        "Calories": "176 кКал",
        "Proteins": "19,44 г",
        "Fats": "10,35 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Братвурст, сарделька, из свинины, говядины и индейки, легкая, копченая (14% жира)",
        "Calories": "186 кКал",
        "Proteins": "14,45 г",
        "Fats": "13,53 г",
        "Urglevodi": "1,62 г"
    },
    {
        "Title": "Братвурст, сарделька, из свинины, приготовленная",
        "Calories": "333 кКал",
        "Proteins": "13,72 г",
        "Fats": "29,18 г",
        "Urglevodi": "2,85 г"
    },
    {
        "Title": "Братвурст, сарделька, из телятины, приготовленная",
        "Calories": "341 кКал",
        "Proteins": "13,99 г",
        "Fats": "31,7 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ветчина в форме",
        "Calories": "279 кКал",
        "Proteins": "22,6 г",
        "Fats": "20,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ветчина особая",
        "Calories": "126 кКал",
        "Proteins": "17,6 г",
        "Fats": "6,2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Ветчина, медовая, копчено-вареная",
        "Calories": "122 кКал",
        "Proteins": "17,93 г",
        "Fats": "2,37 г",
        "Urglevodi": "7,27 г"
    },
    {
        "Title": "Ветчина, нарезанная ломтиками, сверх постная",
        "Calories": "107 кКал",
        "Proteins": "16,85 г",
        "Fats": "4,04 г",
        "Urglevodi": "0,7 г"
    },
    {
        "Title": "Ветчина, рубленая",
        "Calories": "263 кКал",
        "Proteins": "16,28 г",
        "Fats": "20,68 г",
        "Urglevodi": "1,84 г"
    },
    {
        "Title": "Ветчина, рубленная, консервированная",
        "Calories": "239 кКал",
        "Proteins": "16,06 г",
        "Fats": "18,83 г",
        "Urglevodi": "0,26 г"
    },
    {
        "Title": "Ветчина, рубленная, неконсервированная",
        "Calories": "221 кКал",
        "Proteins": "16,5 г",
        "Fats": "16,7 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Говядина, солонина, буханка, заливное",
        "Calories": "153 кКал",
        "Proteins": "22,9 г",
        "Fats": "6,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Говядина, солонина, колбаска, приготовленная, копченая",
        "Calories": "312 кКал",
        "Proteins": "14,11 г",
        "Fats": "26,91 г",
        "Urglevodi": "2,42 г"
    },
    {
        "Title": "Говядина, солонина, консервированная",
        "Calories": "250 кКал",
        "Proteins": "27,1 г",
        "Fats": "14,93 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Говядина, солонина, копченая, нарубленная",
        "Calories": "133 кКал",
        "Proteins": "20,19 г",
        "Fats": "4,42 г",
        "Urglevodi": "1,86 г"
    },
    {
        "Title": "Говядина, солонина, мясо для ланча, заливное",
        "Calories": "111 кКал",
        "Proteins": "19 г",
        "Fats": "3,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Говядина, солонина, Пастрома",
        "Calories": "147 кКал",
        "Proteins": "21,8 г",
        "Fats": "5,82 г",
        "Urglevodi": "0,36 г"
    },
    {
        "Title": "Говядина, солонина, сушеная",
        "Calories": "153 кКал",
        "Proteins": "31,1 г",
        "Fats": "1,94 г",
        "Urglevodi": "2,76 г"
    },
    {
        "Title": "Говядина, сосиски, заранее приготовленные",
        "Calories": "405 кКал",
        "Proteins": "15,5 г",
        "Fats": "37,57 г",
        "Urglevodi": "0,03 г"
    },
    {
        "Title": "Говядина, сосиски, свежие, приготовленные",
        "Calories": "332 кКал",
        "Proteins": "18,21 г",
        "Fats": "27,98 г",
        "Urglevodi": "0,35 г"
    },
    {
        "Title": "Грудинка копчено-запеченная (свинина)",
        "Calories": "514 кКал",
        "Proteins": "10 г",
        "Fats": "52,7 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Грудинка сырокопченая (свинина)",
        "Calories": "605 кКал",
        "Proteins": "8,9 г",
        "Fats": "63,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "гусь, Паштет, из печени, копченый, консерв.",
        "Calories": "462 кКал",
        "Proteins": "11,4 г",
        "Fats": "43,84 г",
        "Urglevodi": "4,67 г"
    },
    {
        "Title": "Зельц, из свинины",
        "Calories": "157 кКал",
        "Proteins": "13,83 г",
        "Fats": "10,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса вареная говяжья",
        "Calories": "165 кКал",
        "Proteins": "15 г",
        "Fats": "11,7 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Колбаса вареная для завтрака",
        "Calories": "187 кКал",
        "Proteins": "13 г",
        "Fats": "13,9 г",
        "Urglevodi": "2,4 г"
    },
    {
        "Title": "Колбаса вареная русская",
        "Calories": "302 кКал",
        "Proteins": "11,5 г",
        "Fats": "27,9 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Колбаса вареная, диабетическая",
        "Calories": "254 кКал",
        "Proteins": "12,1 г",
        "Fats": "22,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса вареная, диетическая",
        "Calories": "170 кКал",
        "Proteins": "12,1 г",
        "Fats": "13,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса вареная, докторская",
        "Calories": "257 кКал",
        "Proteins": "12,8 г",
        "Fats": "22,2 г",
        "Urglevodi": "1,5 г"
    },
    {
        "Title": "Колбаса вареная, зеленоградская (с мясом утки)",
        "Calories": "187 кКал",
        "Proteins": "17,2 г",
        "Fats": "12,1 г",
        "Urglevodi": "2,2 г"
    },
    {
        "Title": "Колбаса вареная, любительская",
        "Calories": "301 кКал",
        "Proteins": "12,2 г",
        "Fats": "28 г",
        "Urglevodi": "0,1 г"
    },
    {
        "Title": "Колбаса вареная, любительская свиная",
        "Calories": "312 кКал",
        "Proteins": "12,5 г",
        "Fats": "29,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса вареная, молочная",
        "Calories": "252 кКал",
        "Proteins": "11,7 г",
        "Fats": "22,8 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Колбаса вареная, отдельная",
        "Calories": "240 кКал",
        "Proteins": "11 г",
        "Fats": "21 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Колбаса вареная, подмосковная (с куриным мясом)",
        "Calories": "180 кКал",
        "Proteins": "17,2 г",
        "Fats": "11,6 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Колбаса вареная, свиная",
        "Calories": "277 кКал",
        "Proteins": "10,8 г",
        "Fats": "25,8 г",
        "Urglevodi": "0,5 г"
    },
    {
        "Title": "Колбаса вареная, столовая",
        "Calories": "234 кКал",
        "Proteins": "11,1 г",
        "Fats": "20,2 г",
        "Urglevodi": "1,8 г"
    },
    {
        "Title": "Колбаса вареная, телячья",
        "Calories": "308 кКал",
        "Proteins": "13,2 г",
        "Fats": "28,3 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Колбаса вареная, чайная",
        "Calories": "216 кКал",
        "Proteins": "11,7 г",
        "Fats": "18,4 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Колбаса варено-копченая московская",
        "Calories": "406 кКал",
        "Proteins": "19,1 г",
        "Fats": "36,6 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Колбаса варено-копченая, любительская",
        "Calories": "420 кКал",
        "Proteins": "17,2 г",
        "Fats": "39 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Колбаса полукопченая одесская",
        "Calories": "402 кКал",
        "Proteins": "14,8 г",
        "Fats": "38,1 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Колбаса полукопченая, армавирская",
        "Calories": "423 кКал",
        "Proteins": "15,1 г",
        "Fats": "40,1 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Колбаса полукопченая, краковская",
        "Calories": "466 кКал",
        "Proteins": "16,2 г",
        "Fats": "44,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса полукопченая, минская",
        "Calories": "287 кКал",
        "Proteins": "17,4 г",
        "Fats": "23 г",
        "Urglevodi": "2,7 г"
    },
    {
        "Title": "Колбаса полукопченая, полтавская",
        "Calories": "417 кКал",
        "Proteins": "16,4 г",
        "Fats": "39 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса полукопченая, таллинская",
        "Calories": "373 кКал",
        "Proteins": "17,1 г",
        "Fats": "33,8 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Колбаса полукопченая, украинская",
        "Calories": "376 кКал",
        "Proteins": "16,5 г",
        "Fats": "34,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса сырокопченая дорожная",
        "Calories": "498 кКал",
        "Proteins": "17 г",
        "Fats": "47,7 г",
        "Urglevodi": "0,4 г"
    },
    {
        "Title": "Колбаса сырокопченая зернистая",
        "Calories": "606 кКал",
        "Proteins": "9,9 г",
        "Fats": "62,8 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Колбаса сырокопченая олимпийская",
        "Calories": "436 кКал",
        "Proteins": "21,1 г",
        "Fats": "39,1 г",
        "Urglevodi": "0,4 г"
    },
    {
        "Title": "Колбаса сырокопченая свиная",
        "Calories": "566 кКал",
        "Proteins": "13 г",
        "Fats": "57 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Колбаса сырокопченая, брауншвейгская",
        "Calories": "491 кКал",
        "Proteins": "27,7 г",
        "Fats": "42,2 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Колбаса сырокопченая, любительская",
        "Calories": "514 кКал",
        "Proteins": "20,9 г",
        "Fats": "47,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса сырокопченая, московская",
        "Calories": "473 кКал",
        "Proteins": "24,8 г",
        "Fats": "41,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса сырокопченая, столичная",
        "Calories": "487 кКал",
        "Proteins": "24 г",
        "Fats": "43,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса, Берлинская, свинина, говядина",
        "Calories": "230 кКал",
        "Proteins": "15,27 г",
        "Fats": "17,2 г",
        "Urglevodi": "2,59 г"
    },
    {
        "Title": "Колбаса, Болонская, говядина, с пониж. содер. натрия",
        "Calories": "310 кКал",
        "Proteins": "11,7 г",
        "Fats": "28,4 г",
        "Urglevodi": "2 г"
    },
    {
        "Title": "Колбаса, Брауншвейгская, свинина",
        "Calories": "327 кКал",
        "Proteins": "14,5 г",
        "Fats": "28,5 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Колбаса, из свинины и говядины, с сыром чеддер, копченая",
        "Calories": "296 кКал",
        "Proteins": "12,89 г",
        "Fats": "25,84 г",
        "Urglevodi": "2,13 г"
    },
    {
        "Title": "Колбаса, итальянская, свинина, вареная",
        "Calories": "324 кКал",
        "Proteins": "18,4 г",
        "Fats": "26,4 г",
        "Urglevodi": "1,86 г"
    },
    {
        "Title": "Колбаса, Итальянская, свинина, сырая",
        "Calories": "290 кКал",
        "Proteins": "13,9 г",
        "Fats": "24,26 г",
        "Urglevodi": "2,97 г"
    },
    {
        "Title": "Колбаса, итальянская, сладкая, сосиски или сардельки",
        "Calories": "149 кКал",
        "Proteins": "16,13 г",
        "Fats": "8,42 г",
        "Urglevodi": "2,1 г"
    },
    {
        "Title": "Колбаса, Кровяная",
        "Calories": "379 кКал",
        "Proteins": "14,6 г",
        "Fats": "34,5 г",
        "Urglevodi": "1,29 г"
    },
    {
        "Title": "Колбаса, Ливерная, свинина",
        "Calories": "326 кКал",
        "Proteins": "14,1 г",
        "Fats": "28,5 г",
        "Urglevodi": "2,2 г"
    },
    {
        "Title": "Колбаса, польская, говядина с курицей, острая",
        "Calories": "259 кКал",
        "Proteins": "17,6 г",
        "Fats": "19,4 г",
        "Urglevodi": "3,6 г"
    },
    {
        "Title": "Колбаса, польская, из индейки и говядины, копченая",
        "Calories": "226 кКал",
        "Proteins": "13,1 г",
        "Fats": "17,6 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Колбаса, польская, из свинины",
        "Calories": "326 кКал",
        "Proteins": "14,1 г",
