Продукт,Калорийность,Белки,Жиры,Углеводы
        "Title": "Английские маффины, обычные, приготовленные в тостере, обогащенные, с пропионатом кальция (E282 - вызывает рак), (включая, на хлебной закваске)",
        "Calories": "270 кКал",
        "Proteins": "10,32 г",
        "Fats": "2,02 г",
        "Urglevodi": "49,85 г"
    },
    {
        "Title": "Английские маффины, пшеничные",
        "Calories": "223 кКал",
        "Proteins": "8,7 г",
        "Fats": "2 г",
        "Urglevodi": "40,2 г"
    },
    {
        "Title": "Баранки простые",
        "Calories": "311 кКал",
        "Proteins": "10,4 г",
        "Fats": "1,3 г",
        "Urglevodi": "64,2 г"
    },
    {
        "Title": "Баранки сдобные",
        "Calories": "348 кКал",
        "Proteins": "8,3 г",
        "Fats": "8 г",
        "Urglevodi": "60,4 г"
    },
    {
        "Title": "Батон нарезной из муки 1 сорта (хлеб)",
        "Calories": "259 кКал",
        "Proteins": "7,7 г",
        "Fats": "3 г",
        "Urglevodi": "50,1 г"
    },
    {
        "Title": "Батон нарезной из муки в/с (хлеб)",
        "Calories": "262 кКал",
        "Proteins": "7,5 г",
        "Fats": "2,9 г",
        "Urglevodi": "51,4 г"
    },
    {
        "Title": "Батон простой из муки 1 сорта (хлеб)",
        "Calories": "238 кКал",
        "Proteins": "8 г",
        "Fats": "1 г",
        "Urglevodi": "49,1 г"
    },
    {
        "Title": "Белковый хлеб (с клейковиной)",
        "Calories": "245 кКал",
        "Proteins": "12,1 г",
        "Fats": "2,2 г",
        "Urglevodi": "40,8 г"
    },
    {
        "Title": "Белый хлеб низкокалорийный",
        "Calories": "207 кКал",
        "Proteins": "8,7 г",
        "Fats": "2,5 г",
        "Urglevodi": "34,6 г"
    },
    {
        "Title": "Бисквитный пирог, готовый",
        "Calories": "258 кКал",
        "Proteins": "5,9 г",
        "Fats": "0,8 г",
        "Urglevodi": "56,3 г"
    },
    {
        "Title": "Бисквитный пирог, приготовленный из сухой смеси",
        "Calories": "257 кКал",
        "Proteins": "6,1 г",
        "Fats": "0,3 г",
        "Urglevodi": "58,5 г"
    },
    {
        "Title": "Бисквиты из смеси злаков, замороженное тесто",
        "Calories": "263 кКал",
        "Proteins": "6,1 г",
        "Fats": "5,6 г",
        "Urglevodi": "47,4 г"
    },
    {
        "Title": "Бисквиты, простые или с обезжиренными сливками (пахтой),  приготовленный из сухой смеси",
        "Calories": "335 кКал",
        "Proteins": "7,3 г",
        "Fats": "12,1 г",
        "Urglevodi": "46,6 г"
    },
    {
        "Title": "Бисквиты, простые или с обезжиренными сливками (пахтой), готовые",
        "Calories": "338 кКал",
        "Proteins": "6,2 г",
        "Fats": "11,03 г",
        "Urglevodi": "52,57 г"
    },
    {
        "Title": "Бисквиты, простые или с обезжиренными сливками (пахтой), замороженное тесто, жирные",
        "Calories": "307 кКал",
        "Proteins": "6,66 г",
        "Fats": "10,58 г",
        "Urglevodi": "45,62 г"
    },
    {
        "Title": "Бисквиты, простые или с обезжиренными сливками (пахтой), замороженное тесто, жирные, испеченные",
        "Calories": "324 кКал",
        "Proteins": "6,79 г",
        "Fats": "11,22 г",
        "Urglevodi": "46,25 г"
    },
    {
        "Title": "Бисквиты, простые или с обезжиренными сливками (пахтой), замороженное тесто, маложирные",
        "Calories": "270 кКал",
        "Proteins": "6,7 г",
        "Fats": "7,83 г",
        "Urglevodi": "41,7 г"
    },
    {
        "Title": "Бисквиты, простые или с обезжиренными сливками (пахтой), замороженное тесто, маложирные, испеченный",
        "Calories": "319 кКал",
        "Proteins": "7,8 г",
        "Fats": "9,1 г",
        "Urglevodi": "49,3 г"
    },
    {
        "Title": "Бисквиты, простые или с обезжиренными сливками (пахтой), приготовленные по рецепту",
        "Calories": "353 кКал",
        "Proteins": "7 г",
        "Fats": "16,3 г",
        "Urglevodi": "43,1 г"
    },
    {
        "Title": "Бисквиты, простые или с обезжиренными сливками (пахтой), сухая смесь",
        "Calories": "428 кКал",
        "Proteins": "8 г",
        "Fats": "15,4 г",
        "Urglevodi": "61,3 г"
    },
    {
        "Title": "Блины, обычные, замороженные, готовые к выпечке (включая блины из пахты)",
        "Calories": "233 кКал",
        "Proteins": "5,23 г",
        "Fats": "6,83 г",
        "Urglevodi": "36,75 г"
    },
    {
        "Title": "Блины, обычные, замороженные, готовые к выпечке, разогретые в микроволновке (включая блины из пахты)",
        "Calories": "239 кКал",
        "Proteins": "5,88 г",
        "Fats": "4,73 г",
        "Urglevodi": "40,83 г"
    },
    {
        "Title": "Блины, по 2-174",
        "Calories": "189 кКал",
        "Proteins": "5,1 г",
        "Fats": "3,1 г",
        "Urglevodi": "32,6 г"
    },
    {
        "Title": "Бостонский пирог, готовый",
        "Calories": "252 кКал",
        "Proteins": "2,4 г",
        "Fats": "8,5 г",
        "Urglevodi": "41,5 г"
    },
    {
        "Title": "Бублики простые",
        "Calories": "276 кКал",
        "Proteins": "9,1 г",
        "Fats": "1,1 г",
        "Urglevodi": "57,1 г"
    },
    {
        "Title": "Бублики, обычные, необогащенные, не содержат пропионат кальция (с луком, маком, кунжутом)",
        "Calories": "275 кКал",
        "Proteins": "10,5 г",
        "Fats": "1,6 г",
        "Urglevodi": "51,1 г"
    },
    {
        "Title": "Бублики, обычные, необогащенные, содержат пропионат кальция (с луком, маком, кунжутом)",
        "Calories": "275 кКал",
        "Proteins": "10,5 г",
        "Fats": "1,6 г",
        "Urglevodi": "51,1 г"
    },
    {
        "Title": "Бублики, обычные,обогащенные, не содержат пропионат кальция (с луком, маком, кунжутом)",
        "Calories": "275 кКал",
        "Proteins": "10,5 г",
        "Fats": "1,6 г",
        "Urglevodi": "51,1 г"
    },
    {
        "Title": "Бублики, украинские с маком",
        "Calories": "316 кКал",
        "Proteins": "8,1 г",
        "Fats": "6,2 г",
        "Urglevodi": "56 г"
    },
    {
        "Title": "Булка с молочной сывороткой",
        "Calories": "260 кКал",
        "Proteins": "7,8 г",
        "Fats": "3 г",
        "Urglevodi": "49,2 г"
    },
    {
        "Title": "Булка черкизовская",
        "Calories": "286 кКал",
        "Proteins": "7,9 г",
        "Fats": "5,5 г",
        "Urglevodi": "50,1 г"
    },
    {
        "Title": "Булка ярославская",
        "Calories": "294 кКал",
        "Proteins": "7,6 г",
        "Fats": "5,3 г",
        "Urglevodi": "53,7 г"
    },
    {
        "Title": "Булки городские",
        "Calories": "265 кКал",
        "Proteins": "7,7 г",
        "Fats": "2,4 г",
        "Urglevodi": "52,9 г"
    },
    {
        "Title": "Булочка калорийная",
        "Calories": "337 кКал",
        "Proteins": "7,6 г",
        "Fats": "10 г",
        "Urglevodi": "53,8 г"
    },
    {
        "Title": "Булочки молочные",
        "Calories": "257 кКал",
        "Proteins": "8,8 г",
        "Fats": "2,2 г",
        "Urglevodi": "50,3 г"
    },
    {
        "Title": "Булочки сдобные",
        "Calories": "339 кКал",
        "Proteins": "7,9 г",
        "Fats": "9,4 г",
        "Urglevodi": "55,5 г"
    },
    {
        "Title": "Булочки столичная с молочной сывороткой",
        "Calories": "269 кКал",
        "Proteins": "8,4 г",
        "Fats": "2,2 г",
        "Urglevodi": "53,7 г"
    },
    {
        "Title": "Булочки столичные",
        "Calories": "269 кКал",
        "Proteins": "8,4 г",
        "Fats": "2,2 г",
        "Urglevodi": "53,7 г"
    },
    {
        "Title": "Вареники, по 2-174",
        "Calories": "172 кКал",
        "Proteins": "12 г",
        "Fats": "6,4 г",
        "Urglevodi": "16,2 г"
    },
    {
        "Title": "Ватрушка, по 2-194",
        "Calories": "256 кКал",
        "Proteins": "11,9 г",
        "Fats": "6,4 г",
        "Urglevodi": "37,5 г"
    },
    {
        "Title": "Ватрушки картофельные по 1-246",
        "Calories": "165 кКал",
        "Proteins": "6,2 г",
        "Fats": "7,6 г",
        "Urglevodi": "17,7 г"
    },
    {
        "Title": "Вафли, на пахте, замороженные, готовые к выпечке",
        "Calories": "273 кКал",
        "Proteins": "6,58 г",
        "Fats": "9,22 г",
        "Urglevodi": "38,85 г"
    },
    {
        "Title": "Вафли, на пахте, замороженные, готовые к выпечке, поджаренные в тостере",
        "Calories": "309 кКал",
        "Proteins": "7,42 г",
        "Fats": "9,49 г",
        "Urglevodi": "45,79 г"
    },
    {
        "Title": "Вафли, на пахте, замороженные, готовые к выпечке, разогретые в микроволновке",
        "Calories": "289 кКал",
        "Proteins": "6,92 г",
        "Fats": "9,4 г",
        "Urglevodi": "41,76 г"
    },
    {
        "Title": "Вафли, обычные, замороженные, готовые к выпечке",
        "Calories": "285 кКал",
        "Proteins": "6,47 г",
        "Fats": "9,7 г",
        "Urglevodi": "40,78 г"
    },
    {
        "Title": "Вафли, обычные, замороженные, готовые к употреблению, разогретые в микроволновке",
        "Calories": "298 кКал",
        "Proteins": "6,71 г",
        "Fats": "9,91 г",
        "Urglevodi": "43,01 г"
    },
    {
        "Title": "Вафли, обычные, приготовленные по рецепту",
        "Calories": "291 кКал",
        "Proteins": "7,9 г",
        "Fats": "14,1 г",
        "Urglevodi": "32,9 г"
    },
    {
        "Title": "Вафли, с шоколадной крошкой, замороженные, готовые к выпечке",
        "Calories": "297 кКал",
        "Proteins": "5,8 г",
        "Fats": "10,1 г",
        "Urglevodi": "44,18 г"
    },
    {
        "Title": "Галушки, по 1-126",
        "Calories": "106 кКал",
        "Proteins": "3,9 г",
        "Fats": "1 г",
        "Urglevodi": "20,3 г"
    },
    {
        "Title": "Гренки, обычные",
        "Calories": "407 кКал",
        "Proteins": "11,9 г",
        "Fats": "6,6 г",
        "Urglevodi": "68,4 г"
    },
    {
        "Title": "Гренки, приправленные специями",
        "Calories": "465 кКал",
        "Proteins": "10,8 г",
        "Fats": "18,3 г",
        "Urglevodi": "58,5 г"
    },
    {
        "Title": "Жареный хлеб, приготовленный на сале (Апачи)",
        "Calories": "309 кКал",
        "Proteins": "8,38 г",
        "Fats": "10,14 г",
        "Urglevodi": "44,31 г"
    },
    {
        "Title": "Ирландский содовый хлеб, приготовленный по рецепту",
        "Calories": "290 кКал",
        "Proteins": "6,6 г",
        "Fats": "5 г",
        "Urglevodi": "53,4 г"
    },
    {
        "Title": "Исскуственная сухая смесь для черничных кексов",
        "Calories": "407 кКал",
        "Proteins": "4,7 г",
        "Fats": "8,7 г",
        "Urglevodi": "77,45 г"
    },
    {
        "Title": "Итальянский хлеб",
        "Calories": "259 кКал",
        "Proteins": "9,49 г",
        "Fats": "2,73 г",
        "Urglevodi": "46,01 г"
    },
    {
        "Title": "Клейковина сырая из муки 1 сорта",
        "Calories": "135 кКал",
        "Proteins": "26,2 г",
        "Fats": "0,3 г",
        "Urglevodi": "7,4 г"
    },
    {
        "Title": "Кофейный пирог с сыром",
        "Calories": "339 кКал",
        "Proteins": "7 г",
        "Fats": "15,2 г",
        "Urglevodi": "43,3 г"
    },
    {
        "Title": "Кофейный пирог, с корицей и крошкой, промышленного изготовления, необогащенный",
        "Calories": "418 кКал",
        "Proteins": "6,8 г",
        "Fats": "23,3 г",
        "Urglevodi": "44,7 г"
    },
    {
        "Title": "Кофейный пирог, с корицей и крошкой, промышленного изготовления, обогащенный",
        "Calories": "418 кКал",
        "Proteins": "6,8 г",
        "Fats": "23,3 г",
        "Urglevodi": "44,7 г"
    },
    {
        "Title": "Кофейный пирог, с корицей и крошкой, сухая смесь, подготовленный",
        "Calories": "318 кКал",
        "Proteins": "5,5 г",
        "Fats": "9,6 г",
        "Urglevodi": "51,6 г"
    },
    {
        "Title": "Кофейный пирог, с кремом и шоколадной глазурью",
        "Calories": "331 кКал",
        "Proteins": "5 г",
        "Fats": "10,8 г",
        "Urglevodi": "51,8 г"
    },
    {
        "Title": "Кофейный пирог, фруктовый",
        "Calories": "311 кКал",
        "Proteins": "5,2 г",
        "Fats": "10,2 г",
        "Urglevodi": "49 г"
    },
    {
        "Title": "Крекеры с отрубями",
        "Calories": "416 кКал",
        "Proteins": "9,2 г",
        "Fats": "14,1 г",
        "Urglevodi": "63,2 г"
    },
    {
        "Title": "Крекеры солёные из цельной пшеницы (включая другие злаки)",
        "Calories": "398 кКал",
        "Proteins": "7,14 г",
        "Fats": "10,71 г",
        "Urglevodi": "61,55 г"
    },
    {
        "Title": "Крекеры, из цельной пшеницы",
        "Calories": "427 кКал",
        "Proteins": "10,58 г",
        "Fats": "14,13 г",
        "Urglevodi": "59,25 г"
    },
    {
        "Title": "Крекеры, из цельной пшеницы, с низким содерж. соли",
        "Calories": "443 кКал",
        "Proteins": "8,8 г",
        "Fats": "17,2 г",
        "Urglevodi": "58,1 г"
    },
    {
        "Title": "Крекеры, из цельной пшеницы, с пониж. содерж. жира, 7.6%",
        "Calories": "416 кКал",
        "Proteins": "11,34 г",
        "Fats": "7,59 г",
        "Urglevodi": "64,62 г"
    },
    {
        "Title": "Крекеры, молочные",
        "Calories": "446 кКал",
        "Proteins": "7,6 г",
        "Fats": "13,77 г",
        "Urglevodi": "68,33 г"
    },
    {
        "Title": "Крекеры, пшеничные, обычные",
        "Calories": "455 кКал",
        "Proteins": "7,3 г",
        "Fats": "16,4 г",
        "Urglevodi": "63,83 г"
    },
    {
        "Title": "Крекеры, пшеничные, с низким содерж. соли",
        "Calories": "473 кКал",
        "Proteins": "8,6 г",
        "Fats": "20,6 г",
        "Urglevodi": "60,4 г"
    },
    {
        "Title": "Крекеры, пшеничные, с пониж. содерж. жира, 13.37%",
        "Calories": "444 кКал",
        "Proteins": "9,34 г",
        "Fats": "13,37 г",
        "Urglevodi": "68,12 г"
    },
    {
        "Title": "Крекеры, сырные, обычные",
        "Calories": "489 кКал",
        "Proteins": "10,93 г",
        "Fats": "22,74 г",
        "Urglevodi": "57,12 г"
    },
    {
        "Title": "Крекеры, сырные, с низким содерж. соды",
        "Calories": "503 кКал",
        "Proteins": "10,1 г",
        "Fats": "25,3 г",
        "Urglevodi": "55,8 г"
    },
    {
        "Title": "Крекеры, сырные, типа сэндвича, с начинкой из арахисового масла",
        "Calories": "496 кКал",
        "Proteins": "12,41 г",
        "Fats": "25,12 г",
        "Urglevodi": "53,34 г"
    },
    {
        "Title": "Крекеры, сырные, типа сэндвича, с сырной начинкой",
        "Calories": "490 кКал",
        "Proteins": "8,92 г",
        "Fats": "24,41 г",
        "Urglevodi": "56,86 г"
    },
    {
        "Title": "Круассаны, сливочные",
        "Calories": "406 кКал",
        "Proteins": "8,2 г",
        "Fats": "21 г",
        "Urglevodi": "43,2 г"
    },
    {
        "Title": "Круассаны, сырные",
        "Calories": "414 кКал",
        "Proteins": "9,2 г",
        "Fats": "20,9 г",
        "Urglevodi": "44,4 г"
    },
    {
        "Title": "Круассаны, яблочные",
        "Calories": "254 кКал",
        "Proteins": "7,4 г",
        "Fats": "8,7 г",
        "Urglevodi": "34,6 г"
    },
    {
        "Title": "Кулебяка с рыбой и рисом, по 2-196",
        "Calories": "206 кКал",
        "Proteins": "10,5 г",
        "Fats": "4,1 г",
        "Urglevodi": "31,8 г"
    },
    {
        "Title": "Лаваш армянский тонкий (пшеничная мука 1 сорта)",
        "Calories": "277 кКал",
        "Proteins": "9,1 г",
        "Fats": "1,1 г",
        "Urglevodi": "56,8 г"
    },
    {
        "Title": "Лаваш белый, обогащенный",
        "Calories": "275 кКал",
        "Proteins": "9,1 г",
        "Fats": "1,2 г",
        "Urglevodi": "53,5 г"
    },
    {
        "Title": "Лаваш, из цельного зерна",
        "Calories": "262 кКал",
        "Proteins": "9,8 г",
        "Fats": "1,71 г",
        "Urglevodi": "49,79 г"
    },
    {
        "Title": "Маффины кукурузные, промышленного изготовления",
        "Calories": "305 кКал",
        "Proteins": "5,9 г",
        "Fats": "8,4 г",
        "Urglevodi": "47,6 г"
    },
    {
        "Title": "Маффины с черникой, промышленного изготовления, (включая мини-маффины)",
        "Calories": "375 кКал",
        "Proteins": "4,49 г",
        "Fats": "16,07 г",
        "Urglevodi": "51,9 г"
    },
    {
        "Title": "Маффины с черникой, промышленного изготовления, маложирные, 4.22% жира",
        "Calories": "255 кКал",
        "Proteins": "4,23 г",
        "Fats": "4,22 г",
        "Urglevodi": "45,85 г"
    },
    {
        "Title": "Маффины, кукурузные, для приготовления в тостере",
        "Calories": "346 кКал",
        "Proteins": "5,3 г",
        "Fats": "11,3 г",
        "Urglevodi": "56,3 г"
    },
    {
        "Title": "Маффины, кукурузные, сухая смесь, приготовленные",
        "Calories": "321 кКал",
        "Proteins": "7,4 г",
        "Fats": "10,2 г",
        "Urglevodi": "46,7 г"
    },
    {
        "Title": "Маффины, с овсяными отрубями",
        "Calories": "270 кКал",
        "Proteins": "7 г",
        "Fats": "7,4 г",
        "Urglevodi": "43,7 г"
    },
    {
        "Title": "Маффины, с пшеничными отрубями, с изюмом, поджаренные в тостере",
        "Calories": "313 кКал",
        "Proteins": "5,5 г",
        "Fats": "9,4 г",
        "Urglevodi": "47,3 г"
    },
    {
        "Title": "Маффины, с пшеничными отрубями, сухая смесь",
        "Calories": "396 кКал",
        "Proteins": "7,1 г",
        "Fats": "12 г",
        "Urglevodi": "73 г"
    },
    {
        "Title": "Маффины, с черникой, для приготовления в тостере",
        "Calories": "313 кКал",
        "Proteins": "4,6 г",
        "Fats": "9,5 г",
        "Urglevodi": "51,5 г"
    },
    {
        "Title": "Маффины, с черникой, для приготовления в тостере, поджаренные в тостере",
        "Calories": "333 кКал",
        "Proteins": "4,9 г",
        "Fats": "10,1 г",
        "Urglevodi": "54,8 г"
    },
    {
        "Title": "Маффины, с черникой, сухая смесь",
        "Calories": "293 кКал",
        "Proteins": "3,48 г",
        "Fats": "3,25 г",
        "Urglevodi": "59,6 г"
    },
    {
        "Title": "Морковный пирог, сухая смесь, пудинг",
        "Calories": "415 кКал",
        "Proteins": "5,1 г",
        "Fats": "9,8 г",
        "Urglevodi": "79,2 г"
    },
    {
        "Title": "Овсяный хлеб низкокалорийный",
        "Calories": "210 кКал",
        "Proteins": "7,6 г",
        "Fats": "3,5 г",
        "Urglevodi": "43,3 г"
    },
    {
        "Title": "Овсяный хлеб с отрубями",
        "Calories": "236 кКал",
        "Proteins": "10,4 г",
        "Fats": "4,4 г",
        "Urglevodi": "35,3 г"
    },
    {
        "Title": "Овсяный хлеб с отрубями, низкокалорийный",
        "Calories": "201 кКал",
        "Proteins": "8 г",
        "Fats": "3,2 г",
        "Urglevodi": "29,3 г"
    },
    {
        "Title": "Овсяный хлеб с отрубями, низкокалорийный, тосты",
        "Calories": "239 кКал",
        "Proteins": "9,5 г",
        "Fats": "3,8 г",
        "Urglevodi": "34,9 г"
    },
    {
        "Title": "Овсяный хлеб с отрубями, тосты",
        "Calories": "259 кКал",
        "Proteins": "11,4 г",
        "Fats": "4,8 г",
        "Urglevodi": "38,8 г"
    },
    {
        "Title": "Овсяный хлеб, тосты",
        "Calories": "292 кКал",
        "Proteins": "9,2 г",
        "Fats": "4,8 г",
        "Urglevodi": "48,4 г"
    },
    {
        "Title": "Оладьи из тыквы по 1-238",
        "Calories": "158 кКал",
        "Proteins": "4 г",
        "Fats": "7 г",
        "Urglevodi": "19,8 г"
    },
    {
        "Title": "Оладьи, по 2-176",
        "Calories": "213 кКал",
        "Proteins": "6,5 г",
        "Fats": "6,6 г",
        "Urglevodi": "31,6 г"
    },
    {
        "Title": "Пампушки, с чесноком, по 1-124",
        "Calories": "299 кКал",
        "Proteins": "8,6 г",
        "Fats": "3,3 г",
        "Urglevodi": "58,8 г"
    },
    {
        "Title": "Панировочные сухари",
        "Calories": "395 кКал",
        "Proteins": "13,35 г",
        "Fats": "5,3 г",
        "Urglevodi": "67,48 г"
    },
    {
        "Title": "Панировочные сухари с приправами",
        "Calories": "383 кКал",
        "Proteins": "14,13 г",
        "Fats": "5,48 г",
        "Urglevodi": "63,59 г"
    },
    {
        "Title": "Паратха, индийская лепёшка из цельнозерновой пшеничной муки",
        "Calories": "326 кКал",
        "Proteins": "6,36 г",
        "Fats": "13,2 г",
        "Urglevodi": "35,75 г"
    },
    {
        "Title": "Печенья, дамские пальчики, без лимонного сока и кожуры",
        "Calories": "363 кКал",
        "Proteins": "10,6 г",
        "Fats": "9,1 г",
        "Urglevodi": "58,7 г"
    },
    {
        "Title": "Печенья, дамские пальчики, с лимонным соком и кожурой",
        "Calories": "365 кКал",
        "Proteins": "10,6 г",
        "Fats": "9,1 г",
        "Urglevodi": "58,7 г"
    },
    {
        "Title": "Печенья, крекеры, в шоколадной глазури",
        "Calories": "500 кКал",
        "Proteins": "4 г",
        "Fats": "25,8 г",
        "Urglevodi": "64,58 г"
    },
    {
        "Title": "Печенья, крекеры, обычные или медовые, (включаяя с корицей)",
        "Calories": "430 кКал",
        "Proteins": "6,69 г",
        "Fats": "10,6 г",
        "Urglevodi": "74,26 г"
    },
    {
        "Title": "Печенья, с шоколадной крошкой, сухая смесь",
        "Calories": "497 кКал",
        "Proteins": "4,6 г",
        "Fats": "25,2 г",
        "Urglevodi": "66,1 г"
    },
    {
        "Title": "Печенья, шоколадные вафли",
        "Calories": "433 кКал",
        "Proteins": "6,6 г",
        "Fats": "14,2 г",
        "Urglevodi": "69,3 г"
    },
    {
        "Title": "Пирог белый, приготовленный по рецепту с кокосовой глазурью",
        "Calories": "356 кКал",
        "Proteins": "4,4 г",
        "Fats": "10,3 г",
        "Urglevodi": "62,2 г"
    },
    {
        "Title": "Пирог вишневый, промышленного изготовления",
        "Calories": "260 кКал",
        "Proteins": "2 г",
        "Fats": "11 г",
        "Urglevodi": "39 г"
    },
    {
        "Title": "Пирог на завтрак, с пониженным содержанием жира",
        "Calories": "372 кКал",
        "Proteins": "3,99 г",
        "Fats": "5,99 г",
        "Urglevodi": "75,3 г"
    },
    {
        "Title": "Пирог с заварным кремом из кокоса, промышленного изготовления",
        "Calories": "260 кКал",
        "Proteins": "5,9 г",
        "Fats": "13,2 г",
        "Urglevodi": "28,4 г"
    },
    {
        "Title": "Пирог с кокосовым кремом, промышленного изготовления",
        "Calories": "298 кКал",
        "Proteins": "2,1 г",
        "Fats": "16,6 г",
        "Urglevodi": "36 г"
    },
    {
        "Title": "Пирог с черникой, промышленного изготовления",
        "Calories": "232 кКал",
        "Proteins": "1,8 г",
        "Fats": "10 г",
        "Urglevodi": "33,9 г"
    },
    {
        "Title": "Пирог с шоколадным кремом, промышленного изготовления",
        "Calories": "304 кКал",
        "Proteins": "2,6 г",
        "Fats": "19,4 г",
        "Urglevodi": "33,6 г"
    },
    {
        "Title": "Пирог с яичным заварным кремом, промышленного изготовления",
        "Calories": "210 кКал",
        "Proteins": "5,5 г",
        "Fats": "11,6 г",
        "Urglevodi": "19,2 г"
    },
    {
        "Title": "Пирог тыквенный, промышленного изготовления",
        "Calories": "243 кКал",
        "Proteins": "3,9 г",
        "Fats": "9,75 г",
        "Urglevodi": "33,03 г"
    },
    {
        "Title": "Пирог яблочный, промышленного изготовления, из обогащенной муки",
        "Calories": "237 кКал",
        "Proteins": "1,9 г",
        "Fats": "11 г",
        "Urglevodi": "32,4 г"
    },
    {
        "Title": "Пирог, белый, приготовленный по рецепту, без глазури",
        "Calories": "357 кКал",
        "Proteins": "5,4 г",
        "Fats": "12,4 г",
        "Urglevodi": "56,4 г"
    },
    {
        "Title": "Пирог, белый, сухая смесь, диетический (с запахом лимона)",
        "Calories": "397 кКал",
        "Proteins": "3 г",
        "Fats": "8,4 г",
        "Urglevodi": "79,6 г"
    },
    {
        "Title": "Пирог, белый, сухая смесь, пудинг, необогащенный",
        "Calories": "423 кКал",
        "Proteins": "3,9 г",
        "Fats": "9,5 г",
        "Urglevodi": "80,3 г"
    },
    {
        "Title": "Пирог, белый, сухая смесь, пудинг, обогащенный",
        "Calories": "423 кКал",
        "Proteins": "3,9 г",
        "Fats": "9,5 г",
        "Urglevodi": "80,2 г"
    },
    {
        "Title": "Пирог, вишневая сливочная помадка с шоколадной глазурью",
        "Calories": "264 кКал",
        "Proteins": "2,4 г",
        "Fats": "12,5 г",
        "Urglevodi": "37,5 г"
    },
    {
        "Title": "Пирог, вишневый, приготовленный по рецепту",
        "Calories": "270 кКал",
        "Proteins": "2,8 г",
        "Fats": "12,2 г",
        "Urglevodi": "38,5 г"
    },
    {
        "Title": "Пирог, воздушный, приготовленный по рецепту",
        "Calories": "297 кКал",
        "Proteins": "7,3 г",
        "Fats": "4,3 г",
        "Urglevodi": "57,7 г"
    },
    {
        "Title": "Пирог, воздушный, промышленного изготовления",
        "Calories": "290 кКал",
        "Proteins": "5,4 г",
        "Fats": "2,7 г",
        "Urglevodi": "60,5 г"
    },
    {
        "Title": "Пирог, желтый, приготовленный по рецепту, без глазури",
        "Calories": "361 кКал",
        "Proteins": "5,3 г",
        "Fats": "14,6 г",
        "Urglevodi": "52,3 г"
    },
    {
        "Title": "Пирог, желтый, промышленного изготовления, с ванильной глазурью",
        "Calories": "391 кКал",
        "Proteins": "2,99 г",
        "Fats": "17,91 г",
        "Urglevodi": "55,9 г"
    },
    {
        "Title": "Пирог, желтый, промышленного изготовления, с шоколадной глазурью",
        "Calories": "379 кКал",
        "Proteins": "3,16 г",
        "Fats": "17,75 г",
        "Urglevodi": "53,86 г"
    },
    {
        "Title": "Пирог, желтый, сухая смесь, легкий",
        "Calories": "404 кКал",
        "Proteins": "4,7 г",
        "Fats": "5,5 г",
        "Urglevodi": "82,8 г"
    },
    {
        "Title": "Пирог, желтый, сухая смесь, пудинг",
        "Calories": "423 кКал",
        "Proteins": "4 г",
        "Fats": "9,8 г",
        "Urglevodi": "79,3 г"
    },
    {
        "Title": "Пирог, желтый, сухая смесь, стандартный, необогащенный",
        "Calories": "432 кКал",
        "Proteins": "4,4 г",
        "Fats": "11,6 г",
        "Urglevodi": "77 г"
    },
    {
        "Title": "Пирог, желтый, сухая смесь, стандартный, обогащенный",
        "Calories": "374 кКал",
        "Proteins": "3,7 г",
        "Fats": "3,5 г",
        "Urglevodi": "80,72 г"
    },
    {
        "Title": "Пирог, из песочного теста, бисквит, приготовленный по рецепту",
        "Calories": "346 кКал",
        "Proteins": "6,1 г",
        "Fats": "14,2 г",
        "Urglevodi": "48,5 г"
    },
    {
        "Title": "Пирог, имбирный, приготовленный по рецепту",
        "Calories": "356 кКал",
        "Proteins": "3,9 г",
        "Fats": "16,4 г",
        "Urglevodi": "49,2 г"
    },
    {
        "Title": "Пирог, имбирный, сухая смесь",
        "Calories": "437 кКал",
        "Proteins": "4,4 г",
        "Fats": "13,8 г",
        "Urglevodi": "72,9 г"
    },
    {
        "Title": "Пирог, мини, с кремом и шоколадной глазурью",
        "Calories": "399 кКал",
        "Proteins": "3,63 г",
        "Fats": "15,93 г",
        "Urglevodi": "57,11 г"
    },
    {
        "Title": "Пирог, мини, с кремом, воздушный",
        "Calories": "374 кКал",
        "Proteins": "3,47 г",
        "Fats": "11,54 г",
        "Urglevodi": "63,03 г"
    },
    {
        "Title": "Пирог, перевернутый ананас, приготовленный по рецепту",
        "Calories": "319 кКал",
        "Proteins": "3,5 г",
        "Fats": "12,1 г",
        "Urglevodi": "49,7 г"
    },
    {
        "Title": "Пирог, персиковый",
        "Calories": "224 кКал",
        "Proteins": "1,9 г",
        "Fats": "10 г",
        "Urglevodi": "32,1 г"
    },
    {
        "Title": "Пирог, с ванильным кремом, приготовленный по рецепту",
        "Calories": "278 кКал",
        "Proteins": "4,8 г",
        "Fats": "14,4 г",
        "Urglevodi": "32 г"
    },
    {
        "Title": "Пирог, с черникой, приготовленный по рецепту",
        "Calories": "245 кКал",
        "Proteins": "2,7 г",
        "Fats": "11,9 г",
        "Urglevodi": "33,5 г"
    },
    {
        "Title": "Пирог, тыквенный, приготовленный по рецепту",
        "Calories": "204 кКал",
        "Proteins": "4,5 г",
        "Fats": "9,3 г",
        "Urglevodi": "26,4 г"
    },
    {
        "Title": "Пирог, фруктовый, промышленного изготовления",
        "Calories": "324 кКал",
        "Proteins": "2,9 г",
        "Fats": "9,1 г",
