Продукт,Калорийность,Белки,Жиры,Углеводы
Кунжутная крупка,567 кКал,"16,96 г",48 г,"26,04 г"
"Кунжутная мука, необезжиренная",526 кКал,"30,78 г","37,1 г","26,62 г"
"Кунжутная мука, обезжиренная",333 кКал,"50,14 г","1,75 г","35,51 г"
"Кунжутная мука, полуобезжиренная",382 кКал,"40,32 г","11,89 г","35,14 г"
"Кунжутная паста (тахинная паста, тхина)",586 кКал,"18,08 г","50,87 г","18,55 г"
Лещина (лесной орех),653 кКал,13 г,"62,6 г","9,3 г"
"Мак, семена",525 кКал,"17,99 г","41,56 г","8,63 г"
"Мак, семя",556 кКал,"17,5 г","47,5 г","14,5 г"
"Макадамия, орех",718 кКал,"7,91 г","75,77 г","5,22 г"
"Макадамия, орех жареный",718 кКал,"7,79 г","76,08 г","5,38 г"
"Макадамия, орех жареный, с солью",716 кКал,"7,79 г","76,08 г","4,83 г"
Миндаль,579 кКал,"21,15 г","49,93 г","9,05 г"
Миндаль,609 кКал,"18,6 г","53,7 г",13 г
Миндаль бланшированный,590 кКал,"21,4 г","52,52 г","8,77 г"
Миндаль жареный,642 кКал,"22,4 г","55,9 г","12,3 г"
"Миндаль, жареный в масле без соли",607 кКал,"21,23 г","55,17 г","7,18 г"
"Миндаль, жареный в масле с солью",607 кКал,"21,23 г","55,17 г","7,18 г"
"Миндаль, жареный в масле с солью, с копчёным ароматом",607 кКал,"21,43 г","55,89 г","7,16 г"
"Миндаль, жареный в масле слабосолёный",607 кКал,"21,23 г","55,17 г","7,18 г"
"Миндаль, обжареный в меде, небланшированный",594 кКал,"18,17 г","49,9 г","14,2 г"
"Миндаль, сухая обжарка, без соли",598 кКал,"20,96 г","52,54 г","10,11 г"
"Миндаль, сухая обжарка, с солью",598 кКал,"20,96 г","52,54 г","10,11 г"
Миндальная паста,458 кКал,9 г,"27,74 г","43,01 г"
"Миндальный спред, без соли",614 кКал,"20,96 г","55,5 г","8,52 г"
"Миндальный спред, с добавлением соли",614 кКал,"20,96 г","55,5 г","8,52 г"
"Мука подсолнечная, обезжиренная",326 кКал,"48,06 г","1,61 г","30,63 г"
"Орех гикори (кария пекан), сушеный",657 кКал,"12,72 г","64,37 г","11,85 г"
"Орех гинкго, консервированный",111 кКал,"2,29 г","1,62 г","12,8 г"
"Орех гинкго, сушеный",348 кКал,"10,35 г",2 г,"72,45 г"
"Орех гинкго, сырой",182 кКал,"4,32 г","1,68 г","37,6 г"
"Орех калифорнийский, сушеный",612 кКал,"24,9 г","56,98 г","7,35 г"
"Орехи, смесь без арахиса, жареные в масле без соли",615 кКал,"15,52 г","56,17 г","16,77 г"
"Орехи, смесь без арахиса, жареные в масле, с солью",615 кКал,"15,52 г","56,17 г","16,77 г"
"Орехи, смесь без арахиса, жареные в масле, слабосолёные",607 кКал,"17,86 г",50 г,"17,9 г"
"Орехи, смесь с арахисом, жареные в масле без соли",607 кКал,"20,04 г","53,95 г","14,05 г"
"Орехи, смесь с арахисом, жареные в масле с солью",607 кКал,"20,04 г","53,95 г","14,05 г"
"Орехи, смесь с арахисом, сухая обжарка, без соли",607 кКал,"19,5 г","53,5 г","16,02 г"
"Орехи, смесь с арахисом, сухая обжарка, с солью",594 кКал,"17,3 г","51,45 г","16,35 г"
Пальмовое ядро,0 кКал,"8,4 г","49,6 г",0 г
"Паста из кешью, без соли",587 кКал,"17,56 г","49,41 г","25,57 г"
"Паста из кешью, с солью",609 кКал,"12,12 г","53,03 г","27,3 г"
Паста из семян подсолнечника,617 кКал,"17,28 г","55,2 г","17,62 г"
"Паста из семян подсолнечника, с солью",617 кКал,"17,28 г","55,2 г","17,62 г"
"Пекан, орех",691 кКал,"9,17 г","71,97 г","4,26 г"
"Пекан, орех жареный без масла, без соли",710 кКал,"9,5 г","74,27 г","4,15 г"
"Пекан, орех жареный без масла, с солью",710 кКал,"9,5 г","74,27 г","4,15 г"
"Пекан, орех жареный в масле, без соли",715 кКал,"9,2 г","75,23 г","3,51 г"
"Пекан, орех жареный в масле, с солью",715 кКал,"9,2 г","75,23 г","3,51 г"
Персик (семя костянки),0 кКал,0 г,43 г,0 г
"Пили, орех сушеный",719 кКал,"10,8 г","79,55 г","3,98 г"
"Подсолнечник, семечки",601 кКал,"20,7 г","52,9 г","10,5 г"
"Подсолнечник, семечки, жареные в масле без добавления соли",592 кКал,"20,06 г","51,3 г","12,29 г"
"Подсолнечник, семечки, жареные в масле, с добавлением соли",592 кКал,"20,06 г","51,3 г","12,29 г"
"Подсолнечник, семечки, поджареные, без соли",619 кКал,"17,21 г","56,8 г","9,09 г"
"Подсолнечник, семечки, сухая обжарка, без соли",582 кКал,"19,33 г","49,8 г","12,97 г"
"Подсолнечник, семечки, сухая обжарка, с солью",582 кКал,"19,33 г","49,8 г","15,07 г"
"Подсолнечник, семечки, сушеные",584 кКал,"20,78 г","51,46 г","11,4 г"
"Подсолнечник, семечки, сушеные, солёные",619 кКал,"17,21 г","56,8 г","9,09 г"
"Рапс, семя",544 кКал,"30,8 г","37,6 г","7,2 г"
"Сафлоровая крупка, частично обезжиренная",342 кКал,"35,62 г","2,39 г","48,73 г"
"Сафлоровое семя, сушеное",517 кКал,"16,18 г","38,45 г","34,29 г"
"Семена бросимума напиткового, сушеные",367 кКал,"8,62 г","1,68 г","64,49 г"
"Семена бросимума напиткового, сырые",217 кКал,"5,97 г","0,99 г","46,28 г"
"Семена гулявника прямого целиком, сушеные",318 кКал,"12,14 г","4,6 г","58,26 г"
"Семена лотоса, сушеные",332 кКал,"15,41 г","1,97 г","64,47 г"
"Семена лотоса, сырые",89 кКал,"4,13 г","0,53 г","17,28 г"
Семена льна,534 кКал,"18,29 г","42,16 г","1,58 г"
"Семена хлебного дерева, вареные",168 кКал,"5,3 г","2,3 г","27,2 г"
"Семена хлебного дерева, жареные",207 кКал,"6,2 г","2,7 г","34,1 г"
"Семена хлебного дерева, сырые",191 кКал,"7,4 г","5,59 г","24,04 г"
"Семена чиа, сушеные",486 кКал,"16,54 г","30,74 г","7,72 г"
"Слива, семя костянки","394,3 кКал","28,5 г","40,2 г",0 г
"Тыквенные семечки, жареные без соли",574 кКал,"29,84 г","49,05 г","8,21 г"
"Тыквенные семечки, жареные с солью",574 кКал,"29,84 г","49,05 г","8,21 г"
"Тыквенные семечки, неочищенные, обжаренные без соли",446 кКал,"18,55 г","19,4 г","35,35 г"
"Тыквенные семечки, неочищенные, обжаренные с солью",446 кКал,"18,55 г","19,4 г","35,35 г"
"Тыквенные семечки, сушеные",559 кКал,"30,23 г","49,05 г","4,71 г"
"Фисташки несолёные, сухая обжарка",572 кКал,"21,05 г","45,82 г","17,98 г"
"Фисташки солёные, сухая обжарка",569 кКал,"21,05 г","45,82 г","17,25 г"
"Фисташки, сырые",560 кКал,"20,16 г","45,32 г","16,57 г"
Фундук,628 кКал,"14,95 г","60,75 г",7 г
Фундук,651 кКал,15 г,"61,5 г","9,4 г"
Фундук жареный,703 кКал,"17,8 г","66,1 г","9,4 г"
"Фундук, бланшированный",629 кКал,"13,7 г","61,15 г",6 г
"Фундук, сухая обжарка, без соли",646 кКал,"15,03 г","62,4 г","8,2 г"
"Хлопчатник, крупка, частично обезжиренная (без госсипола)",367 кКал,"49,1 г","4,77 г","38,43 г"
"Хлопчатник, мука, обезжиренная (без госсипола)",332 кКал,"49,83 г","1,41 г","36,1 г"
"Хлопчатник, мука, частично обезжиренная (без госсипола)",359 кКал,"40,96 г","6,2 г","37,54 г"
"Хлопчатник, семена, жареные (без госсипола)",506 кКал,"32,59 г","36,29 г","16,4 г"
"Хлопчатник, семя",499 кКал,"34,5 г","36,5 г","8,1 г"
[
    {
        "Title": "Абрикос, семя костянки",
        "Calories": "520 кКал",
        "Proteins": "25 г",
        "Fats": "45,4 г",
        "Urglevodi": "2,8 г"
    },
    {
        "Title": "Арбуз, ядра семян, сушеные",
        "Calories": "557 кКал",
        "Proteins": "28,33 г",
        "Fats": "47,37 г",
        "Urglevodi": "15,31 г"
    },
    {
        "Title": "Бразильский орех",
        "Calories": "659 кКал",
        "Proteins": "14,32 г",
        "Fats": "67,1 г",
        "Urglevodi": "4,24 г"
    },
    {
        "Title": "Буковый орешек, сушеный",
        "Calories": "576 кКал",
        "Proteins": "6,2 г",
        "Fats": "50 г",
        "Urglevodi": "33,5 г"
    },
    {
        "Title": "Вишня, семя костянки",
        "Calories": "362 кКал",
        "Proteins": "21,9 г",
        "Fats": "30,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Горчица, семя",
        "Calories": "474 кКал",
        "Proteins": "25,8 г",
        "Fats": "30,8 г",
        "Urglevodi": "23,4 г"
    },
    {
        "Title": "Горчичный порошок",
        "Calories": "378 кКал",
        "Proteins": "37,1 г",
        "Fats": "11,1 г",
        "Urglevodi": "32,6 г"
    },
    {
        "Title": "Грецкий орех",
        "Calories": "654 кКал",
        "Proteins": "15,23 г",
        "Fats": "65,21 г",
        "Urglevodi": "7,01 г"
    },
    {
        "Title": "Грецкий орех",
        "Calories": "656 кКал",
        "Proteins": "16,2 г",
        "Fats": "60,8 г",
        "Urglevodi": "11,1 г"
    },
    {
        "Title": "Грецкий орех черный, сушеный",
        "Calories": "619 кКал",
        "Proteins": "24,06 г",
        "Fats": "59,33 г",
        "Urglevodi": "2,78 г"
    },
    {
        "Title": "Грецкий орех, глазированный",
        "Calories": "500 кКал",
        "Proteins": "8,28 г",
        "Fats": "35,71 г",
        "Urglevodi": "43,99 г"
    },
    {
        "Title": "Грецкий орех, сухая обжарка, с солью",
        "Calories": "643 кКал",
        "Proteins": "14,29 г",
        "Fats": "60,71 г",
        "Urglevodi": "10,76 г"
    },
    {
        "Title": "Желудевая мука",
        "Calories": "501 кКал",
        "Proteins": "7,49 г",
        "Fats": "30,17 г",
        "Urglevodi": "54,65 г"
    },
    {
        "Title": "Желуди сушеные",
        "Calories": "509 кКал",
        "Proteins": "8,1 г",
        "Fats": "31,41 г",
        "Urglevodi": "53,66 г"
    },
    {
        "Title": "Желуди сырые",
        "Calories": "387 кКал",
        "Proteins": "6,15 г",
        "Fats": "23,86 г",
        "Urglevodi": "40,75 г"
    },
    {
        "Title": "Какао тертое",
        "Calories": "559 кКал",
        "Proteins": "13,5 г",
        "Fats": "49,4 г",
        "Urglevodi": "13,6 г"
    },
    {
        "Title": "Какао-бобы",
        "Calories": "530 кКал",
        "Proteins": "12,8 г",
        "Fats": "53,2 г",
        "Urglevodi": "9,4 г"
    },
    {
        "Title": "Каштан европейский вареный и тушеный",
        "Calories": "131 кКал",
        "Proteins": "2 г",
        "Fats": "1,38 г",
        "Urglevodi": "27,76 г"
    },
    {
        "Title": "Каштан европейский не чищеный, сушеный",
        "Calories": "374 кКал",
        "Proteins": "6,39 г",
        "Fats": "4,45 г",
        "Urglevodi": "65,61 г"
    },
    {
        "Title": "Каштан европейский не чищеный, сырой",
        "Calories": "213 кКал",
        "Proteins": "2,42 г",
        "Fats": "2,26 г",
        "Urglevodi": "37,44 г"
    },
    {
        "Title": "Каштан европейский чищеный, сушеный",
        "Calories": "369 кКал",
        "Proteins": "5,01 г",
        "Fats": "3,91 г",
        "Urglevodi": "78,43 г"
    },
    {
        "Title": "Каштан европейский чищеный, сырой",
        "Calories": "196 кКал",
        "Proteins": "1,63 г",
        "Fats": "1,25 г",
        "Urglevodi": "44,17 г"
    },
    {
        "Title": "Каштан европейский, запечённый",
        "Calories": "245 кКал",
        "Proteins": "3,17 г",
        "Fats": "2,2 г",
        "Urglevodi": "47,86 г"
    },
    {
        "Title": "Каштан китайский, вареный и тушеный",
        "Calories": "153 кКал",
        "Proteins": "2,88 г",
        "Fats": "0,76 г",
        "Urglevodi": "33,64 г"
    },
    {
        "Title": "Каштан китайский, запечённый",
        "Calories": "239 кКал",
        "Proteins": "4,48 г",
        "Fats": "1,19 г",
        "Urglevodi": "52,36 г"
    },
    {
        "Title": "Каштан китайский, сушеный",
        "Calories": "363 кКал",
        "Proteins": "6,82 г",
        "Fats": "1,81 г",
        "Urglevodi": "79,76 г"
    },
    {
        "Title": "Каштан китайский, сырой",
        "Calories": "224 кКал",
        "Proteins": "4,2 г",
        "Fats": "1,11 г",
        "Urglevodi": "49,07 г"
    },
    {
        "Title": "Каштан японский",
        "Calories": "154 кКал",
        "Proteins": "2,25 г",
        "Fats": "0,53 г",
        "Urglevodi": "34,91 г"
    },
    {
        "Title": "Каштан японский, запечённый",
        "Calories": "201 кКал",
        "Proteins": "2,97 г",
        "Fats": "0,8 г",
        "Urglevodi": "45,13 г"
    },
    {
        "Title": "Каштан японский, приготовленный на пару",
        "Calories": "56 кКал",
        "Proteins": "0,82 г",
        "Fats": "0,19 г",
        "Urglevodi": "12,64 г"
    },
    {
        "Title": "Каштан японский, сушеный",
        "Calories": "360 кКал",
        "Proteins": "5,25 г",
        "Fats": "1,24 г",
        "Urglevodi": "81,43 г"
    },
    {
        "Title": "Кедровый орех пиния, сушеный",
        "Calories": "629 кКал",
        "Proteins": "11,57 г",
        "Fats": "60,98 г",
        "Urglevodi": "8,6 г"
    },
    {
        "Title": "Кедровый орех, поджаренный, (Навахо)",
        "Calories": "541 кКал",
        "Proteins": "7,41 г",
        "Fats": "34,08 г",
        "Urglevodi": "7,66 г"
    },
    {
        "Title": "Кедровый орех, сушеный",
        "Calories": "673 кКал",
        "Proteins": "13,69 г",
        "Fats": "68,37 г",
        "Urglevodi": "9,38 г"
    },
    {
        "Title": "Кешью",
        "Calories": "600 кКал",
        "Proteins": "18,5 г",
        "Fats": "48,5 г",
        "Urglevodi": "22,5 г"
    },
    {
        "Title": "Кешью, жареный в масле без соли",
        "Calories": "580 кКал",
        "Proteins": "16,84 г",
        "Fats": "47,77 г",
        "Urglevodi": "26,57 г"
    },
    {
        "Title": "Кешью, жареный в масле, с солью",
        "Calories": "581 кКал",
        "Proteins": "16,84 г",
        "Fats": "47,77 г",
        "Urglevodi": "26,86 г"
    },
    {
        "Title": "Кешью, сухая обжарка без соли",
        "Calories": "574 кКал",
        "Proteins": "15,31 г",
        "Fats": "46,35 г",
        "Urglevodi": "29,69 г"
    },
    {
        "Title": "Кешью, сухая обжарка, с солью",
        "Calories": "574 кКал",
        "Proteins": "15,31 г",
        "Fats": "46,35 г",
        "Urglevodi": "29,69 г"
    },
    {
        "Title": "Кешью, сырой",
        "Calories": "553 кКал",
        "Proteins": "18,22 г",
        "Fats": "43,85 г",
        "Urglevodi": "26,89 г"
    },
    {
        "Title": "Кокос, мякоть сушеная, дробленая, подслащенная",
        "Calories": "501 кКал",
        "Proteins": "2,88 г",
        "Fats": "35,49 г",
        "Urglevodi": "43,17 г"
    },
    {
        "Title": "Кокос, мякоть сушеная, не подслащенная",
        "Calories": "660 кКал",
        "Proteins": "6,88 г",
        "Fats": "64,53 г",
        "Urglevodi": "7,35 г"
    },
    {
        "Title": "Кокос, мякоть сушеная, поджаренная",
        "Calories": "592 кКал",
        "Proteins": "5,3 г",
        "Fats": "47 г",
        "Urglevodi": "44,4 г"
    },
    {
        "Title": "Кокос, мякоть, сырая",
        "Calories": "354 кКал",
        "Proteins": "3,33 г",
        "Fats": "33,49 г",
        "Urglevodi": "6,23 г"
    },
    {
        "Title": "Кокосовая вода",
        "Calories": "19 кКал",
        "Proteins": "0,72 г",
        "Fats": "0,2 г",
        "Urglevodi": "2,61 г"
    },
    {
        "Title": "Кокосовая паста из свежей мякоти, подслащенная, консервированная",
        "Calories": "357 кКал",
        "Proteins": "1,17 г",
        "Fats": "16,31 г",
        "Urglevodi": "53,01 г"
    },
    {
        "Title": "Кокосовая паста из свежей мякоти, сырая",
        "Calories": "330 кКал",
        "Proteins": "3,63 г",
        "Fats": "34,68 г",
        "Urglevodi": "4,45 г"
    },
    {
        "Title": "Кокосовая паста-спред из высушенной мякоти",
        "Calories": "684 кКал",
        "Proteins": "5,3 г",
        "Fats": "69,08 г",
        "Urglevodi": "21,52 г"
    },
    {
        "Title": "Кокосовая стружка, подслащенная",
        "Calories": "456 кКал",
        "Proteins": "3,13 г",
        "Fats": "27,99 г",
        "Urglevodi": "41,95 г"
    },
    {
        "Title": "Кокосовая стружка, подслащенная, консервированная",
        "Calories": "443 кКал",
        "Proteins": "3,35 г",
        "Fats": "31,69 г",
        "Urglevodi": "36,41 г"
    },
    {
        "Title": "Кокосовое молоко (отжатое из мякоти), консервированное",
        "Calories": "197 кКал",
        "Proteins": "2,02 г",
        "Fats": "21,33 г",
        "Urglevodi": "2,81 г"
    },
    {
        "Title": "Кокосовое молоко (отжатое из мякоти), сырое",
        "Calories": "230 кКал",
        "Proteins": "2,29 г",
        "Fats": "23,84 г",
        "Urglevodi": "3,34 г"
    },
    {
        "Title": "Кокосовое молоко (полученное из отжатых мякоти и млечного сока), замороженное",
        "Calories": "202 кКал",
        "Proteins": "1,61 г",
        "Fats": "20,8 г",
        "Urglevodi": "5,58 г"
    },
    {
        "Title": "Конопля, семя",
        "Calories": "373 кКал",
        "Proteins": "20,1 г",
        "Fats": "32,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Конопля, семя сушеное лущёное",
        "Calories": "553 кКал",
        "Proteins": "31,56 г",
        "Fats": "48,75 г",
        "Urglevodi": "4,67 г"
    },
    {
        "Title": "Кунжут",
        "Calories": "565 кКал",
        "Proteins": "19,4 г",
        "Fats": "48,7 г",
        "Urglevodi": "12,2 г"
    },
    {
        "Title": "Кунжут, поджаренный без соли",
        "Calories": "567 кКал",
        "Proteins": "16,96 г",
        "Fats": "48 г",
        "Urglevodi": "9,14 г"
    },
    {
        "Title": "Кунжут, поджаренный, с солью",
        "Calories": "567 кКал",
        "Proteins": "16,96 г",
        "Fats": "48 г",
        "Urglevodi": "9,14 г"
    },
    {
        "Title": "Кунжут, семена нешелушеные, обжареные",
        "Calories": "565 кКал",
        "Proteins": "16,96 г",
        "Fats": "48 г",
        "Urglevodi": "11,74 г"
    },
    {
        "Title": "Кунжут, семена нешелушеные, сушеные",
        "Calories": "573 кКал",
        "Proteins": "17,73 г",
        "Fats": "49,67 г",
        "Urglevodi": "11,65 г"
    },
    {
        "Title": "Кунжут, сушеный",
        "Calories": "631 кКал",
        "Proteins": "20,45 г",
        "Fats": "61,21 г",
        "Urglevodi": "0,13 г"
    },
    {
        "Title": "Кунжут, Тахинная паста из необжаренных зерен кунжута (без химического разрушения оболочки семян)",
        "Calories": "607 кКал",
        "Proteins": "17,95 г",
        "Fats": "56,44 г",
        "Urglevodi": "8,59 г"
    },
    {
        "Title": "Кунжут, Тахинная паста из обжаренных и подсушеных зерен",
        "Calories": "595 кКал",
        "Proteins": "17 г",
        "Fats": "53,76 г",
        "Urglevodi": "11,89 г"
    },
    {
        "Title": "Кунжут, Тахинная паста из сырых и перемеленых зерен кунжута",
        "Calories": "570 кКал",
        "Proteins": "17,81 г",
        "Fats": "48 г",
        "Urglevodi": "16,89 г"
    },
    {
        "Title": "Кунжут, Тахинная паста, тип зерен не определен",
        "Calories": "592 кКал",
        "Proteins": "17,4 г",
        "Fats": "53,01 г",
        "Urglevodi": "16,8 г"
    },
    {
        "Title": "Кунжутная крупка",
        "Calories": "567 кКал",
        "Proteins": "16,96 г",
        "Fats": "48 г",
        "Urglevodi": "26,04 г"
    },
    {
        "Title": "Кунжутная мука, необезжиренная",
        "Calories": "526 кКал",
        "Proteins": "30,78 г",
        "Fats": "37,1 г",
        "Urglevodi": "26,62 г"
    },
    {
        "Title": "Кунжутная мука, обезжиренная",
        "Calories": "333 кКал",
        "Proteins": "50,14 г",
        "Fats": "1,75 г",
        "Urglevodi": "35,51 г"
    },
    {
        "Title": "Кунжутная мука, полуобезжиренная",
        "Calories": "382 кКал",
        "Proteins": "40,32 г",
        "Fats": "11,89 г",
        "Urglevodi": "35,14 г"
    },
    {
        "Title": "Кунжутная паста (тахинная паста, тхина)",
        "Calories": "586 кКал",
        "Proteins": "18,08 г",
        "Fats": "50,87 г",
        "Urglevodi": "18,55 г"
    },
    {
        "Title": "Лещина (лесной орех)",
        "Calories": "653 кКал",
        "Proteins": "13 г",
        "Fats": "62,6 г",
        "Urglevodi": "9,3 г"
    },
    {
        "Title": "Мак, семена",
        "Calories": "525 кКал",
        "Proteins": "17,99 г",
        "Fats": "41,56 г",
        "Urglevodi": "8,63 г"
    },
    {
        "Title": "Мак, семя",
        "Calories": "556 кКал",
        "Proteins": "17,5 г",
        "Fats": "47,5 г",
        "Urglevodi": "14,5 г"
    },
    {
        "Title": "Макадамия, орех",
        "Calories": "718 кКал",
        "Proteins": "7,91 г",
        "Fats": "75,77 г",
        "Urglevodi": "5,22 г"
    },
    {
        "Title": "Макадамия, орех жареный",
        "Calories": "718 кКал",
        "Proteins": "7,79 г",
        "Fats": "76,08 г",
        "Urglevodi": "5,38 г"
    },
    {
        "Title": "Макадамия, орех жареный, с солью",
        "Calories": "716 кКал",
        "Proteins": "7,79 г",
        "Fats": "76,08 г",
        "Urglevodi": "4,83 г"
    },
    {
        "Title": "Миндаль",
        "Calories": "579 кКал",
        "Proteins": "21,15 г",
        "Fats": "49,93 г",
        "Urglevodi": "9,05 г"
    },
    {
        "Title": "Миндаль",
        "Calories": "609 кКал",
        "Proteins": "18,6 г",
        "Fats": "53,7 г",
        "Urglevodi": "13 г"
    },
    {
        "Title": "Миндаль бланшированный",
        "Calories": "590 кКал",
        "Proteins": "21,4 г",
        "Fats": "52,52 г",
        "Urglevodi": "8,77 г"
    },
    {
        "Title": "Миндаль жареный",
        "Calories": "642 кКал",
        "Proteins": "22,4 г",
        "Fats": "55,9 г",
        "Urglevodi": "12,3 г"
    },
    {
        "Title": "Миндаль, жареный в масле без соли",
        "Calories": "607 кКал",
        "Proteins": "21,23 г",
        "Fats": "55,17 г",
        "Urglevodi": "7,18 г"
    },
    {
        "Title": "Миндаль, жареный в масле с солью",
        "Calories": "607 кКал",
        "Proteins": "21,23 г",
        "Fats": "55,17 г",
        "Urglevodi": "7,18 г"
    },
    {
        "Title": "Миндаль, жареный в масле с солью, с копчёным ароматом",
        "Calories": "607 кКал",
        "Proteins": "21,43 г",
        "Fats": "55,89 г",
        "Urglevodi": "7,16 г"
    },
    {
        "Title": "Миндаль, жареный в масле слабосолёный",
        "Calories": "607 кКал",
        "Proteins": "21,23 г",
        "Fats": "55,17 г",
