Продукт,Калорийность,Белки,Жиры,Углеводы
        "Title": "Баранина 2 кат.",
        "Calories": "166 кКал",
        "Proteins": "19,8 г",
        "Fats": "9,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская ,голяшка, мясо и жир, обрезь до 1/8'' жира, жаренная",
        "Calories": "231 кКал",
        "Proteins": "25,25 г",
        "Fats": "13,69 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская ,голяшка, мясо и жир, обрезь до 1/8'' жира, сырая",
        "Calories": "201 кКал",
        "Proteins": "18,59 г",
        "Fats": "13,48 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская ,голяшка, только мясо, обрезь до 1/8'' жира, жаренная",
        "Calories": "182 кКал",
        "Proteins": "27,18 г",
        "Fats": "7,27 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская ,голяшка, только мясо, обрезь до 1/8'' жира, сырая",
        "Calories": "133 кКал",
        "Proteins": "20,45 г",
        "Fats": "5,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, Мясной набор, мясо и жир, обрезь до 1/8'' жира, вареная",
        "Calories": "256 кКал",
        "Proteins": "24,52 г",
        "Fats": "16,82 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, мясной набор, мясо и жир, обрезь до 1/8'' жира, сырая",
        "Calories": "229 кКал",
        "Proteins": "17,84 г",
        "Fats": "16,97 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, Мясной набор, только мясо, обрезь до 1/8'' жира, вареная",
        "Calories": "201 кКал",
        "Proteins": "26,71 г",
        "Fats": "9,63 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, Мясной набор, только мясо, обрезь до 1/8'' жира, сырая",
        "Calories": "142 кКал",
        "Proteins": "20,25 г",
        "Fats": "6,18 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, нога передняя с лопаткой, мясо и жир, обрезь до 1/8'' жира, вареная",
        "Calories": "296 кКал",
        "Proteins": "23,58 г",
        "Fats": "21,65 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, нога передняя с лопаткой, только мясо, обрезь до 1/8'' жира, вареная",
        "Calories": "233 кКал",
        "Proteins": "26,18 г",
        "Fats": "13,44 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, Нога передняя, с лопаткой, мясо и жир, обрезь до 1/8'' жира, сырая",
        "Calories": "256 кКал",
        "Proteins": "16,68 г",
        "Fats": "20,47 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, нога целая,  только мясо, обрезь до 1/8'' жира, жаренная",
        "Calories": "190 кКал",
        "Proteins": "27,31 г",
        "Fats": "8,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, нога целая, мясо и жир, обрезь до 1/8'' жира, сырая",
        "Calories": "215 кКал",
        "Proteins": "18,24 г",
        "Fats": "15,19 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, нога, целая, мясо и жир, обрезь до 1/8'' жира, жаренная",
        "Calories": "244 кКал",
        "Proteins": "25,16 г",
        "Fats": "15,13 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, нога, целая, только мясо, обрезь до 1/8'' жира, сырая",
        "Calories": "135 кКал",
        "Proteins": "20,46 г",
        "Fats": "5,23 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, нога, центральная часть на кости, мясо и жир, обрезь до 1/8'' жира, жаренная на открытом огне",
        "Calories": "215 кКал",
        "Proteins": "25,54 г",
        "Fats": "11,78 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, нога, центральная часть на кости, мясо и жир, обрезь до 1/8'' жира, сырая",
        "Calories": "195 кКал",
        "Proteins": "19,17 г",
        "Fats": "12,56 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, нога, центральная часть на кости, только мясо, обрезь до 1/8'' жира, жаренная на открытом огне",
        "Calories": "183 кКал",
        "Proteins": "26,75 г",
        "Fats": "7,68 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, нога, центральная часть на кости, только мясо, обрезь до 1/8'' жира, сырая",
        "Calories": "143 кКал",
        "Proteins": "20,65 г",
        "Fats": "6,08 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, ребра, мясо и жир, обрезь до 1/8'' жира, жаренная",
        "Calories": "277 кКал",
        "Proteins": "22,24 г",
        "Fats": "20,21 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, ребра, мясо и жир, обрезь до 1/8'' жира, сырая",
        "Calories": "237 кКал",
        "Proteins": "21,26 г",
        "Fats": "16,89 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, ребра, только мясо, обрезь до 1/8'' жира, жаренная",
        "Calories": "210 кКал",
        "Proteins": "24,63 г",
        "Fats": "11,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, ребра, только мясо, обрезь до 1/8'' жира, сырая",
        "Calories": "147 кКал",
        "Proteins": "24,07 г",
        "Fats": "5,59 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, рулька, мясо и жир, обрезь до 1/8\" жира, сырая",
        "Calories": "195 кКал",
        "Proteins": "18,85 г",
        "Fats": "12,68 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, рулька, мясо и жир, обрезь до 1/8\" жира, тушеная",
        "Calories": "236 кКал",
        "Proteins": "24,78 г",
        "Fats": "14,44 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, рулька, только мясо, обрезь до 1/8\" жира, сырая",
        "Calories": "123 кКал",
        "Proteins": "20,83 г",
        "Fats": "3,81 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, рулька, только мясо, обрезь до 1/8\" жира, тушеная",
        "Calories": "165 кКал",
        "Proteins": "27,5 г",
        "Fats": "5,22 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, филейная часть, мясо и жир, обрезь до 1/8'' жира, жаренная на открытом огне",
        "Calories": "219 кКал",
        "Proteins": "25,49 г",
        "Fats": "12,25 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, филейная часть, мясо и жир, обрезь до 1/8'' жира, сырая",
        "Calories": "203 кКал",
        "Proteins": "19,32 г",
        "Fats": "13,38 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, филейная часть, только мясо, обрезь до 1/8'' жира, жаренная на открытом огне",
        "Calories": "192 кКал",
        "Proteins": "26,53 г",
        "Fats": "8,75 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина австралийская, филейная часть, только мясо, обрезь до 1/8'' жира, сырая",
        "Calories": "146 кКал",
        "Proteins": "21 г",
        "Fats": "6,24 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина жареная, по 1-396",
        "Calories": "264 кКал",
        "Proteins": "22,4 г",
        "Fats": "19,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина отварная, по 1-392",
        "Calories": "244 кКал",
        "Proteins": "21,8 г",
        "Fats": "17,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина тушеная, консервы",
        "Calories": "191 кКал",
        "Proteins": "17,4 г",
        "Fats": "13,4 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Баранина тушеная, по 1-422",
        "Calories": "170 кКал",
        "Proteins": "10,3 г",
        "Fats": "12,7 г",
        "Urglevodi": "3,6 г"
    },
    {
        "Title": "Баранина, голяшка",
        "Calories": "201 кКал",
        "Proteins": "18,58 г",
        "Fats": "13,49 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, голяшка, запеченная",
        "Calories": "225 кКал",
        "Proteins": "26,41 г",
        "Fats": "12,45 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, голяшка, только мясо",
        "Calories": "125 кКал",
        "Proteins": "20,52 г",
        "Fats": "4,19 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, голяшка, только мясо, запеченная",
        "Calories": "180 кКал",
        "Proteins": "28,17 г",
        "Fats": "6,67 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, грудинка мякоть",
        "Calories": "288 кКал",
        "Proteins": "14 г",
        "Fats": "25,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, корейка",
        "Calories": "310 кКал",
        "Proteins": "16,32 г",
        "Fats": "26,63 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, корейка мякоть",
        "Calories": "255 кКал",
        "Proteins": "15,9 г",
        "Fats": "21,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, корейка, жаренная на открытом огне",
        "Calories": "316 кКал",
        "Proteins": "25,17 г",
        "Fats": "23,08 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, корейка, запеченная",
        "Calories": "309 кКал",
        "Proteins": "22,55 г",
        "Fats": "23,59 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, корейка, мясо и жир, обрезь до 1/8'' жира, отборная, жареная",
        "Calories": "290 кКал",
        "Proteins": "23,27 г",
        "Fats": "21,12 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, корейка, мясо и жир, обрезь до 1/8'' жира, отборная, жареная на открытом огне",
        "Calories": "297 кКал",
        "Proteins": "26,06 г",
        "Fats": "20,61 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, корейка, мясо и жир, обрезь до 1/8'' жира, отборная, сырая",
        "Calories": "279 кКал",
        "Proteins": "17,18 г",
        "Fats": "22,75 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, корейка, только мясо",
        "Calories": "143 кКал",
        "Proteins": "20,88 г",
        "Fats": "5,94 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, корейка, только мясо, жаренная на открытом огне",
        "Calories": "216 кКал",
        "Proteins": "29,99 г",
        "Fats": "9,73 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, корейка, только мясо, запеченная",
        "Calories": "202 кКал",
        "Proteins": "26,59 г",
        "Fats": "9,76 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, котлетное мясо",
        "Calories": "238 кКал",
        "Proteins": "16 г",
        "Fats": "19,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, лопаточная часть",
        "Calories": "199 кКал",
        "Proteins": "16,1 г",
        "Fats": "14,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, нога целая (с голяшкой и оковалком)",
        "Calories": "230 кКал",
        "Proteins": "17,91 г",
        "Fats": "17,07 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, нога целая (с голяшкой и оковалком), запеченная",
        "Calories": "258 кКал",
        "Proteins": "25,55 г",
        "Fats": "16,48 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, нога целая (с голяшкой и оковалком), только мясо",
        "Calories": "128 кКал",
        "Proteins": "20,56 г",
        "Fats": "4,51 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, нога целая (с голяшкой и оковалком), только мясо, запеченная",
        "Calories": "191 кКал",
        "Proteins": "28,3 г",
        "Fats": "7,74 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, пашина",
        "Calories": "205 кКал",
        "Proteins": "17,6 г",
        "Fats": "14,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, плечевая и лопаточная части",
        "Calories": "264 кКал",
        "Proteins": "16,58 г",
        "Fats": "21,45 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, плечевая и лопаточная части, жаренная на открытом огне",
        "Calories": "278 кКал",
        "Proteins": "24,42 г",
        "Fats": "19,26 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, плечевая и лопаточная части, жаренная на открытом огне",
        "Calories": "210 кКал",
        "Proteins": "27,12 г",
        "Fats": "10,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, плечевая и лопаточная части, запеченная",
        "Calories": "276 кКал",
        "Proteins": "22,51 г",
        "Fats": "19,97 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, плечевая и лопаточная части, только мясо",
        "Calories": "144 кКал",
        "Proteins": "19,55 г",
        "Fats": "6,76 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, плечевая и лопаточная части, только мясо, запеченная",
        "Calories": "204 кКал",
        "Proteins": "24,94 г",
        "Fats": "10,77 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, плечевая и лопаточная части, только мясо, тушеная",
        "Calories": "283 кКал",
        "Proteins": "32,81 г",
        "Fats": "15,89 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, плечевая и лопаточная части, тушеная",
        "Calories": "344 кКал",
        "Proteins": "28,68 г",
        "Fats": "24,55 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, ребра",
        "Calories": "372 кКал",
        "Proteins": "14,52 г",
        "Fats": "34,39 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, ребра, жаренные на открытом огне",
        "Calories": "361 кКал",
        "Proteins": "22,13 г",
        "Fats": "29,59 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, ребра, запеченные",
        "Calories": "359 кКал",
        "Proteins": "21,12 г",
        "Fats": "29,82 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, ребра, только мясо",
        "Calories": "169 кКал",
        "Proteins": "19,98 г",
        "Fats": "9,23 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, ребра, только мясо, жаренные на открытом огне",
        "Calories": "235 кКал",
        "Proteins": "27,74 г",
        "Fats": "12,95 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, ребра, только мясо, запеченные",
        "Calories": "232 кКал",
        "Proteins": "26,16 г",
        "Fats": "13,31 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, рулька",
        "Calories": "201 кКал",
        "Proteins": "18,91 г",
        "Fats": "13,38 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, рулька тушеная",
        "Calories": "243 кКал",
        "Proteins": "28,37 г",
        "Fats": "13,46 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, рулька, только мясо",
        "Calories": "120 кКал",
        "Proteins": "21,08 г",
        "Fats": "3,29 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, рулька, только мясо, тушеная",
        "Calories": "187 кКал",
        "Proteins": "31,01 г",
        "Fats": "6,02 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, спинная часть",
        "Calories": "254 кКал",
        "Proteins": "16,5 г",
        "Fats": "20,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, тазобедренная и лопаточная части, только мясо, нарезанное кубиками",
        "Calories": "134 кКал",
        "Proteins": "20,21 г",
        "Fats": "5,28 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, тазобедренная и лопаточная части, только мясо, нарезанное кубиками, жаренная на открытом огне",
        "Calories": "186 кКал",
        "Proteins": "28,08 г",
        "Fats": "7,33 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, тазобедренная и лопаточная части, только мясо, нарезанное кубиками, тушеная",
        "Calories": "223 кКал",
        "Proteins": "33,69 г",
        "Fats": "8,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, тазобедренная часть",
        "Calories": "198 кКал",
        "Proteins": "17 г",
        "Fats": "14,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, филейная часть, Новая зеландия, замороженная, мясо и жир, жаренная на открытом огне",
        "Calories": "315 кКал",
        "Proteins": "23,43 г",
        "Fats": "23,88 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, филейная часть, Новая зеландия, замороженная, мясо и жир, обрезь до 1/8'' жира, жаренная на открытом огне",
        "Calories": "296 кКал",
        "Proteins": "24,41 г",
        "Fats": "21,28 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, филейная часть, Новая зеландия, замороженная, мясо и жир, обрезь до 1/8'' жира, сырая",
        "Calories": "273 кКал",
        "Proteins": "17,18 г",
        "Fats": "22,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, филейная часть, Новая зеландия, замороженная, мясо и жир, сырая",
        "Calories": "298 кКал",
        "Proteins": "15,4 г",
        "Fats": "26,19 г",
        "Urglevodi": "0,22 г"
    },
    {
        "Title": "Баранина, филейная часть, Новая зеландия, замороженная, только мясо, жаренная на открытом огне",
        "Calories": "199 кКал",
        "Proteins": "29,31 г",
        "Fats": "8,24 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, филейная часть, Новая зеландия, замороженная, только мясо, сырая",
        "Calories": "142 кКал",
        "Proteins": "19,98 г",
        "Fats": "6,88 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Баранина, шейная часть",
        "Calories": "208 кКал",
        "Proteins": "15,4 г",
        "Fats": "16,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белка",
        "Calories": "120 кКал",
        "Proteins": "21,23 г",
        "Fats": "3,21 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Белка, запеченная",
        "Calories": "173 кКал",
        "Proteins": "30,77 г",
        "Fats": "4,69 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бизон, мякоть плечевой части, только мясо",
        "Calories": "119 кКал",
        "Proteins": "21,12 г",
        "Fats": "3,15 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бизон, мякоть плечевой части, только мясо",
        "Calories": "109 кКал",
        "Proteins": "21,1 г",
        "Fats": "2,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бизон, мякоть плечевой части, только мясо, тушеная",
        "Calories": "193 кКал",
        "Proteins": "33,78 г",
        "Fats": "5,43 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бизон, стейк из верхней части бедра, только мясо",
        "Calories": "122 кКал",
        "Proteins": "23,32 г",
        "Fats": "2,43 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бизон, стейк из верхней части бедра, только мясо, жаренный на открытом огне",
        "Calories": "174 кКал",
        "Proteins": "30,18 г",
        "Fats": "4,96 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бизон, стейк из верхней части оковалка, только мясо, жаренный на открытом огне",
        "Calories": "171 кКал",
        "Proteins": "28,05 г",
        "Fats": "5,65 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бизон, стейк из рибая (реберная сердцевина, глазок), только мясо",
        "Calories": "116 кКал",
        "Proteins": "22,1 г",
        "Fats": "2,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бизон, стейк из рибая (реберная сердцевина, глазок), только мясо, жареный на открытом огне",
        "Calories": "177 кКал",
        "Proteins": "29,45 г",
        "Fats": "5,67 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бизон, только мясо",
        "Calories": "109 кКал",
        "Proteins": "21,62 г",
        "Fats": "1,84 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бизон, только мясо, запеченное",
        "Calories": "143 кКал",
        "Proteins": "28,44 г",
        "Fats": "2,42 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бобер",
        "Calories": "146 кКал",
        "Proteins": "24,05 г",
        "Fats": "4,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Бобер, запеченный",
        "Calories": "212 кКал",
        "Proteins": "34,85 г",
        "Fats": "6,96 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Буйвол, стейк из верхней части бедра (Шошони-Баннок)",
        "Calories": "97 кКал",
        "Proteins": "21,44 г",
        "Fats": "1,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Буйвол, стейк из верхней части бедра приготовленный (Шошони-Баннок)",
        "Calories": "146 кКал",
        "Proteins": "32,51 г",
        "Fats": "1,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Буйволятина, 1 категории",
        "Calories": "195 кКал",
        "Proteins": "19 г",
        "Fats": "13,2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Буйволятина, 2 категории",
        "Calories": "135 кКал",
        "Proteins": "20,8 г",
        "Fats": "5,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Буффало, гибрид бизона и коровы, мясной набор",
        "Calories": "143 кКал",
        "Proteins": "23,3 г",
        "Fats": "4,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Буффало, гибрид бизона и коровы, мясной набор, запеченный",
        "Calories": "188 кКал",
        "Proteins": "30,66 г",
        "Fats": "6,32 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Верблюжатина 1 категории",
        "Calories": "160 кКал",
        "Proteins": "18,9 г",
        "Fats": "9,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Водяной буйвол",
        "Calories": "99 кКал",
        "Proteins": "20,39 г",
        "Fats": "1,37 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Водяной буйвол, запеченный",
        "Calories": "131 кКал",
        "Proteins": "26,83 г",
        "Fats": "1,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Глаза оленя карибу (Аляска)",
        "Calories": "326 кКал",
        "Proteins": "10,8 г",
        "Fats": "31,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Голяшка, баранина, мясо и жир, обрезь до 1/8'' жира, жаренная",
        "Calories": "217 кКал",
        "Proteins": "26,73 г",
        "Fats": "11,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Голяшка, баранина, мясо и жир, обрезь до 1/8'' жира, сырая",
        "Calories": "185 кКал",
        "Proteins": "18,99 г",
        "Fats": "11,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гуляш бараний, консервы",
        "Calories": "213 кКал",
        "Proteins": "14,2 г",
        "Fats": "15,6 г",
        "Urglevodi": "3,9 г"
    },
    {
        "Title": "Енот, запеченный",
        "Calories": "255 кКал",
        "Proteins": "29,2 г",
        "Fats": "14,5 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Жир бараний приготовленный, Австралия",
        "Calories": "639 кКал",
        "Proteins": "9,42 г",
        "Fats": "66,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Жир бараний сырой, Австралия",
        "Calories": "648 кКал",
        "Proteins": "6,27 г",
        "Fats": "68,87 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Завтрак туриста (баранина), консервы",
        "Calories": "210 кКал",
        "Proteins": "18 г",
        "Fats": "15,2 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Кабан",
        "Calories": "122 кКал",
        "Proteins": "21,51 г",
        "Fats": "3,33 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Кабан, запеченный",
        "Calories": "160 кКал",
        "Proteins": "28,3 г",
        "Fats": "4,38 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Карибу (канадский олень)",
        "Calories": "127 кКал",
        "Proteins": "22,63 г",
        "Fats": "3,36 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Карибу (канадский олень), запеченный",
        "Calories": "167 кКал",
        "Proteins": "29,77 г",
        "Fats": "4,42 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Карибу, костный мозг (Аляска)",
        "Calories": "786 кКал",
        "Proteins": "6,7 г",
        "Fats": "84,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Карибу, мясо задней четвертины, приготовленное (Аляска)",
        "Calories": "159 кКал",
        "Proteins": "28,81 г",
        "Fats": "4,82 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Карибу, огузок (кострец), наполовину высушенный (Аляска)",
        "Calories": "255 кКал",
        "Proteins": "52,06 г",
        "Fats": "5,23 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Карибу, окорок (Аляска)",
        "Calories": "122 кКал",
        "Proteins": "22,63 г",
        "Fats": "3,37 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Козлятина",
        "Calories": "109 кКал",
        "Proteins": "20,6 г",
        "Fats": "2,31 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Козлятина, запеченная",
        "Calories": "143 кКал",
        "Proteins": "27,1 г",
        "Fats": "3,03 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Конина",
        "Calories": "133 кКал",
        "Proteins": "21,39 г",
        "Fats": "4,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Конина 1 кат.",
        "Calories": "167 кКал",
        "Proteins": "19,5 г",
        "Fats": "9,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Конина 2 кат.",
        "Calories": "121 кКал",
        "Proteins": "20,9 г",
        "Fats": "4,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Конина тушеная, консервы",
        "Calories": "150 кКал",
        "Proteins": "18,7 г",
        "Fats": "8,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Конина, запеченная",
        "Calories": "175 кКал",
        "Proteins": "28,14 г",
        "Fats": "6,05 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Котлеты отбивные из баранины, по 1-416",
        "Calories": "394 кКал",
        "Proteins": "20,6 г",
        "Fats": "30,6 г",
        "Urglevodi": "9,1 г"
    },
    {
        "Title": "Котлеты рубленые из баранины, по 1-442",
        "Calories": "240 кКал",
        "Proteins": "13,6 г",
        "Fats": "14,8 г",
        "Urglevodi": "12,9 г"
    },
    {
        "Title": "Кролик жареный, по 2-18",
        "Calories": "241 кКал",
        "Proteins": "31,5 г",
        "Fats": "12,7 г",
        "Urglevodi": "0,1 г"
    },
    {
        "Title": "Кролик отварной, по 2-6",
        "Calories": "194 кКал",
        "Proteins": "25,5 г",
        "Fats": "10,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Кролик, дикий",
        "Calories": "114 кКал",
        "Proteins": "21,79 г",
        "Fats": "2,32 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Кролик, дикий, тушеный",
        "Calories": "173 кКал",
        "Proteins": "33,02 г",
        "Fats": "3,51 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Легкое баранье",
        "Calories": "83 кКал",
        "Proteins": "15,6 г",
        "Fats": "2,3 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Легкое баранье",
        "Calories": "95 кКал",
        "Proteins": "16,7 г",
        "Fats": "2,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Легкое баранье, тушеное",
        "Calories": "113 кКал",
        "Proteins": "19,88 г",
        "Fats": "3,1 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Лось",
        "Calories": "111 кКал",
        "Proteins": "22,95 г",
        "Fats": "1,45 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Лось, вырезка, только мясо, жаренный на открытом огне",
        "Calories": "162 кКал",
        "Proteins": "30,76 г",
        "Fats": "3,41 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Лось, запеченный",
        "Calories": "146 кКал",
        "Proteins": "30,19 г",
        "Fats": "1,9 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Лось, корейка, только мясо, жаренный на открытом огне",
        "Calories": "167 кКал",
        "Proteins": "31 г",
        "Fats": "3,84 г",
        "Urglevodi": "0 г"
