Продукт,Калорийность,Белки,Жиры,Углеводы
"Чернослив (слива сушеная), тушеный без добавления сахара",107 кКал,"0,96 г","0,16 г","24,98 г"
"Чернослив (слива сушеная), тушеный с добавлением сахара",124 кКал,"1,09 г","0,22 г","29,08 г"
Чернослив дегидрированный,339 кКал,"3,7 г","0,73 г","89,07 г"
"Чернослив дегидрированный, тушеный",113 кКал,"1,23 г","0,24 г","29,7 г"
Чернослив со взбитыми сливками по 2-116,281 кКал,"2,3 г","12,6 г",38 г
"Чернослив, консервированный в насыщенном сахарном сиропе",105 кКал,"0,87 г","0,2 г",24 г
Черносливовое пюре,257 кКал,"2,1 г","0,2 г","61,8 г"
Черносмородиновый джем,284 кКал,"0,6 г","0,1 г","72,9 г"
Шелковица,43 кКал,"1,44 г","0,39 г","8,1 г"
Шелковица,53 кКал,"0,7 г","0,39 г",12 г
Шиповник,109 кКал,"1,6 г","0,7 г","22,4 г"
"Шиповник дикий, северо-американский",162 кКал,"1,6 г","0,34 г","14,12 г"
Шиповник сухой,284 кКал,"3,4 г","1,4 г","48,3 г"
"Ююба, сушеная",281 кКал,"4,72 г","0,5 г","66,52 г"
"Ююба, сырая",79 кКал,"1,2 г","0,2 г","20,23 г"
Яблоки в сиропе. Консервы,48 кКал,"0,2 г","0,1 г","11,5 г"
Яблоки дикие,76 кКал,"0,4 г","0,3 г","19,95 г"
Яблоко,52 кКал,"0,26 г","0,17 г","11,41 г"
Яблоко,47 кКал,"0,4 г","0,4 г","9,8 г"
Яблоко без кожуры,48 кКал,"0,27 г","0,13 г","11,46 г"
"Яблоко без кожуры, вареное",53 кКал,"0,26 г","0,36 г","11,24 г"
"Яблоко без кожуры, приготовленное в микроволновой печи",56 кКал,"0,28 г","0,42 г","11,61 г"
Яблоко Гала,57 кКал,"0,25 г","0,12 г","11,38 г"
Яблоко Голден,57 кКал,"0,28 г","0,15 г","11,2 г"
Яблоко Гренни Смит,58 кКал,"0,44 г","0,19 г","10,81 г"
Яблоко замороженное,48 кКал,"0,28 г","0,32 г","11,01 г"
"Яблоко замороженное, разогретое",47 кКал,"0,29 г","0,33 г","10,7 г"
"Яблоко ломтиками, консервированное, подслащенное, сухой продукт без маринада, разогретые",67 кКал,"0,18 г","0,43 г","14,84 г"
Яблоко Ред Делишес,59 кКал,"0,27 г","0,2 г","11,76 г"
Яблоко сушеное,253 кКал,"2,2 г","0,1 г",59 г
"Яблоко сушеное (дегидрированное), сульфитированное",346 кКал,"1,32 г","0,58 г","81,13 г"
"Яблоко сушеное (дегидрированное), тушеное",74 кКал,"0,28 г","0,12 г","17,31 г"
"Яблоко сушеное, сульфитированное",243 кКал,"0,93 г","0,32 г","57,19 г"
"Яблоко сушеное, тушеное без сахара",57 кКал,"0,22 г","0,07 г","13,32 г"
"Яблоко сушеное, тушеное с сахаром",83 кКал,"0,2 г","0,07 г","18,83 г"
Яблоко Фуджи,63 кКал,"0,2 г","0,18 г","13,12 г"
Яблочное повидло,250 кКал,"0,4 г",0 г,65 г
Яблочное пюре,82 кКал,"0,6 г","0,2 г",19 г
Яблочный компот. Консервы,93 кКал,"0,2 г","0,2 г","22,3 г"
"Яблочный соус, консервированный, неподслащенный, без добавления аскорбиновой кислоты",42 кКал,"0,17 г","0,1 г","10,17 г"
"Яблочный соус, консервированный, неподслащенный, с добавлением аскорбновой кислоты",42 кКал,"0,17 г","0,1 г","10,17 г"
"Яблочный соус, консервированный, подслащенный, без добавления соли",68 кКал,"0,16 г","0,17 г","16,29 г"
"Яблочный соус, консервированный, подслащенный, с солью",76 кКал,"0,18 г","0,18 г","18,71 г"
"Ягоды годжи, сушеные",349 кКал,"14,26 г","0,39 г","64,06 г"
[
    {
        "Title": "Абрикосовое пюре",
        "Calories": "60 кКал",
        "Proteins": "1,2 г",
        "Fats": "0 г",
        "Urglevodi": "13,9 г"
    },
    {
        "Title": "Абрикосовый джем",
        "Calories": "276 кКал",
        "Proteins": "0,5 г",
        "Fats": "0 г",
        "Urglevodi": "71,6 г"
    },
    {
        "Title": "Абрикосовый компот. Консервы",
        "Calories": "89 кКал",
        "Proteins": "0,2 г",
        "Fats": "0,08 г",
        "Urglevodi": "21,7 г"
    },
    {
        "Title": "Абрикосы",
        "Calories": "44 кКал",
        "Proteins": "0,9 г",
        "Fats": "0,1 г",
        "Urglevodi": "9 г"
    },
    {
        "Title": "Абрикосы",
        "Calories": "48 кКал",
        "Proteins": "1,4 г",
        "Fats": "0,39 г",
        "Urglevodi": "9,12 г"
    },
    {
        "Title": "Абрикосы без кожуры, консервированные в водной заливке",
        "Calories": "22 кКал",
        "Proteins": "0,69 г",
        "Fats": "0,03 г",
        "Urglevodi": "4,38 г"
    },
    {
        "Title": "Абрикосы без кожуры, консервированные в насыщенном сахарном сиропе",
        "Calories": "83 кКал",
        "Proteins": "0,51 г",
        "Fats": "0,09 г",
        "Urglevodi": "19,85 г"
    },
    {
        "Title": "Абрикосы без кожуры, консервированные в экстра-насыщенном сахарном сиропе",
        "Calories": "96 кКал",
        "Proteins": "0,55 г",
        "Fats": "0,04 г",
        "Urglevodi": "23,25 г"
    },
    {
        "Title": "Абрикосы замороженные подслащенные",
        "Calories": "98 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,1 г",
        "Urglevodi": "22,9 г"
    },
    {
        "Title": "Абрикосы сушеные",
        "Calories": "241 кКал",
        "Proteins": "3,39 г",
        "Fats": "0,51 г",
        "Urglevodi": "55,34 г"
    },
    {
        "Title": "Абрикосы сушеные (дегидрированные), сульфитированные, неприготовленные",
        "Calories": "320 кКал",
        "Proteins": "4,9 г",
        "Fats": "0,62 г",
        "Urglevodi": "82,89 г"
    },
    {
        "Title": "Абрикосы сушеные (дегидрированные), сульфитированные, тушеные",
        "Calories": "126 кКал",
        "Proteins": "1,93 г",
        "Fats": "0,24 г",
        "Urglevodi": "32,62 г"
    },
    {
        "Title": "Абрикосы сушеные (курага), тушеные без сахара",
        "Calories": "85 кКал",
        "Proteins": "1,2 г",
        "Fats": "0,18 г",
        "Urglevodi": "19,55 г"
    },
    {
        "Title": "Абрикосы сушеные (курага), тушеные с сахаром",
        "Calories": "113 кКал",
        "Proteins": "1,17 г",
        "Fats": "0,15 г",
        "Urglevodi": "25,16 г"
    },
    {
        "Title": "Абрикосы сушеные с косточкой (урюк)",
        "Calories": "242 кКал",
        "Proteins": "5 г",
        "Fats": "0,4 г",
        "Urglevodi": "53 г"
    },
    {
        "Title": "Абрикосы, консервированные (половинки или кусочки)",
        "Calories": "85 кКал",
        "Proteins": "0,5 г",
        "Fats": "0 г",
        "Urglevodi": "21 г"
    },
    {
        "Title": "Абрикосы, консервированные в водной заливке",
        "Calories": "27 кКал",
        "Proteins": "0,71 г",
        "Fats": "0,16 г",
        "Urglevodi": "4,79 г"
    },
    {
        "Title": "Абрикосы, консервированные в легком сахарном сиропе",
        "Calories": "63 кКал",
        "Proteins": "0,53 г",
        "Fats": "0,05 г",
        "Urglevodi": "14,89 г"
    },
    {
        "Title": "Абрикосы, консервированные в насыщенном сахарном сиропе",
        "Calories": "83 кКал",
        "Proteins": "0,64 г",
        "Fats": "0,11 г",
        "Urglevodi": "18,61 г"
    },
    {
        "Title": "Абрикосы, консервированные в насыщенном сахарном сиропе",
        "Calories": "83 кКал",
        "Proteins": "0,53 г",
        "Fats": "0,08 г",
        "Urglevodi": "19,87 г"
    },
    {
        "Title": "Абрикосы, консервированные в экстра-легком сахарном сиропе",
        "Calories": "49 кКал",
        "Proteins": "0,6 г",
        "Fats": "0,1 г",
        "Urglevodi": "10,9 г"
    },
    {
        "Title": "Айва",
        "Calories": "48 кКал",
        "Proteins": "0,6 г",
        "Fats": "0,5 г",
        "Urglevodi": "9,6 г"
    },
    {
        "Title": "Айва",
        "Calories": "57 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,1 г",
        "Urglevodi": "13,4 г"
    },
    {
        "Title": "Айвовый компот. Консервы",
        "Calories": "82 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,3 г",
        "Urglevodi": "19,7 г"
    },
    {
        "Title": "Актинидия  (дальневосточное киви)",
        "Calories": "56 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "13 г"
    },
    {
        "Title": "Ананас",
        "Calories": "52 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,1 г",
        "Urglevodi": "11,8 г"
    },
    {
        "Title": "Ананас замороженный, подслащенный",
        "Calories": "86 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,1 г",
        "Urglevodi": "21,1 г"
    },
    {
        "Title": "Ананас, все сорта",
        "Calories": "50 кКал",
        "Proteins": "0,54 г",
        "Fats": "0,12 г",
        "Urglevodi": "11,72 г"
    },
    {
        "Title": "Ананас, консервированный в водной заливке",
        "Calories": "32 кКал",
        "Proteins": "0,43 г",
        "Fats": "0,09 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Ананас, консервированный в легком сахарном сиропе",
        "Calories": "52 кКал",
        "Proteins": "0,36 г",
        "Fats": "0,12 г",
        "Urglevodi": "12,65 г"
    },
    {
        "Title": "Ананас, консервированный в насыщенном сахарном сиропе",
        "Calories": "78 кКал",
        "Proteins": "0,35 г",
        "Fats": "0,11 г",
        "Urglevodi": "19,4 г"
    },
    {
        "Title": "Ананас, консервированный в собственном соку",
        "Calories": "60 кКал",
        "Proteins": "0,51 г",
        "Fats": "0,11 г",
        "Urglevodi": "14,26 г"
    },
    {
        "Title": "Ананас, консервированный в экстра-насыщенном сахарном сиропе",
        "Calories": "83 кКал",
        "Proteins": "0,34 г",
        "Fats": "0,11 г",
        "Urglevodi": "20,7 г"
    },
    {
        "Title": "Ананас, несладкие сорта",
        "Calories": "45 кКал",
        "Proteins": "0,55 г",
        "Fats": "0,13 г",
        "Urglevodi": "11,82 г"
    },
    {
        "Title": "Ананас, сладкие сорта",
        "Calories": "51 кКал",
        "Proteins": "0,53 г",
        "Fats": "0,11 г",
        "Urglevodi": "12,1 г"
    },
    {
        "Title": "Аннона сетчатая (кремовое яблоко, \"бычье сердце\")",
        "Calories": "101 кКал",
        "Proteins": "1,7 г",
        "Fats": "0,6 г",
        "Urglevodi": "22,8 г"
    },
    {
        "Title": "Апельсин",
        "Calories": "43 кКал",
        "Proteins": "0,9 г",
        "Fats": "0,2 г",
        "Urglevodi": "8,1 г"
    },
    {
        "Title": "Апельсин валенсийский, Калифорния",
        "Calories": "49 кКал",
        "Proteins": "1,04 г",
        "Fats": "0,3 г",
        "Urglevodi": "9,39 г"
    },
    {
        "Title": "Апельсин пупочный (сорт навел)",
        "Calories": "49 кКал",
        "Proteins": "0,91 г",
        "Fats": "0,15 г",
        "Urglevodi": "10,34 г"
    },
    {
        "Title": "Апельсин с цедрой",
        "Calories": "63 кКал",
        "Proteins": "1,3 г",
        "Fats": "0,3 г",
        "Urglevodi": "11 г"
    },
    {
        "Title": "Апельсин Флорида",
        "Calories": "46 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,21 г",
        "Urglevodi": "9,14 г"
    },
    {
        "Title": "Апельсин, все сорта",
        "Calories": "47 кКал",
        "Proteins": "0,94 г",
        "Fats": "0,12 г",
        "Urglevodi": "9,35 г"
    },
    {
        "Title": "Апельсиновая цедра, сырая",
        "Calories": "97 кКал",
        "Proteins": "1,5 г",
        "Fats": "0,2 г",
        "Urglevodi": "14,4 г"
    },
    {
        "Title": "Апельсиновый джем",
        "Calories": "268 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,1 г",
        "Urglevodi": "66,3 г"
    },
    {
        "Title": "Арбуз",
        "Calories": "27 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,1 г",
        "Urglevodi": "5,8 г"
    },
    {
        "Title": "Арбуз, сырой",
        "Calories": "30 кКал",
        "Proteins": "0,61 г",
        "Fats": "0,15 г",
        "Urglevodi": "7,15 г"
    },
    {
        "Title": "Ацерола (барбадосская вишня)",
        "Calories": "32 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,3 г",
        "Urglevodi": "6,59 г"
    },
    {
        "Title": "Банан",
        "Calories": "96 кКал",
        "Proteins": "1,5 г",
        "Fats": "0,5 г",
        "Urglevodi": "21 г"
    },
    {
        "Title": "Бананы",
        "Calories": "89 кКал",
        "Proteins": "1,09 г",
        "Fats": "0,33 г",
        "Urglevodi": "20,24 г"
    },
    {
        "Title": "Бананы высушенные (дегидрированные) или банановый порошок",
        "Calories": "346 кКал",
        "Proteins": "3,89 г",
        "Fats": "1,81 г",
        "Urglevodi": "78,38 г"
    },
    {
        "Title": "Барбарис",
        "Calories": "84 кКал",
        "Proteins": "4,5 г",
        "Fats": "4,7 г",
        "Urglevodi": "3,5 г"
    },
    {
        "Title": "Бойзенова ягода, замороженная, неподслащенная",
        "Calories": "50 кКал",
        "Proteins": "1,1 г",
        "Fats": "0,26 г",
        "Urglevodi": "6,89 г"
    },
    {
        "Title": "Бойзенова ягода, консервированная в насыщенном сахарном сиропе",
        "Calories": "88 кКал",
        "Proteins": "0,99 г",
        "Fats": "0,12 г",
        "Urglevodi": "19,71 г"
    },
    {
        "Title": "Боярышник кроваво-красный",
        "Calories": "62 кКал",
        "Proteins": "1,12 г",
        "Fats": "0 г",
        "Urglevodi": "14,2 г"
    },
    {
        "Title": "Брусника",
        "Calories": "46 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,5 г",
        "Urglevodi": "8,2 г"
    },
    {
        "Title": "Бузина",
        "Calories": "73 кКал",
        "Proteins": "0,66 г",
        "Fats": "0,5 г",
        "Urglevodi": "11,4 г"
    },
    {
        "Title": "Бузина, сырая",
        "Calories": "73 кКал",
        "Proteins": "0,66 г",
        "Fats": "0,5 г",
        "Urglevodi": "11,4 г"
    },
    {
        "Title": "Вакциниум сетчатый (охело )",
        "Calories": "28 кКал",
        "Proteins": "0,38 г",
        "Fats": "0,22 г",
        "Urglevodi": "6,84 г"
    },
    {
        "Title": "Варенье из айвы",
        "Calories": "273 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,2 г",
        "Urglevodi": "70,6 г"
    },
    {
        "Title": "Варенье из груши",
        "Calories": "273 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,2 г",
        "Urglevodi": "70,8 г"
    },
    {
        "Title": "Варенье из кизила",
        "Calories": "274 кКал",
        "Proteins": "0,4 г",
        "Fats": "0 г",
        "Urglevodi": "72,3 г"
    },
    {
        "Title": "Варенье из клубники",
        "Calories": "285 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,1 г",
        "Urglevodi": "74 г"
    },
    {
        "Title": "Варенье из малины",
        "Calories": "273 кКал",
        "Proteins": "0,6 г",
        "Fats": "0,2 г",
        "Urglevodi": "70,4 г"
    },
    {
        "Title": "Варенье из мандаринов",
        "Calories": "294 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,2 г",
        "Urglevodi": "75,9 г"
    },
    {
        "Title": "Варенье из персиков",
        "Calories": "258 кКал",
        "Proteins": "0,5 г",
        "Fats": "0 г",
        "Urglevodi": "66,8 г"
    },
    {
        "Title": "Варенье из рябины черноплодной",
        "Calories": "387 кКал",
        "Proteins": "0,4 г",
        "Fats": "0 г",
        "Urglevodi": "74,8 г"
    },
    {
        "Title": "Варенье из сливы",
        "Calories": "288 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,3 г",
        "Urglevodi": "74,2 г"
    },
    {
        "Title": "Варенье из яблок",
        "Calories": "265 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,3 г",
        "Urglevodi": "68,2 г"
    },
    {
        "Title": "Виноград",
        "Calories": "72 кКал",
        "Proteins": "0,6 г",
        "Fats": "0,6 г",
        "Urglevodi": "15,4 г"
    },
    {
        "Title": "Виноград американский (с грубой кожурой)",
        "Calories": "67 кКал",
        "Proteins": "0,63 г",
        "Fats": "0,35 г",
        "Urglevodi": "16,25 г"
    },
    {
        "Title": "Виноград киш-миш, консервированный в водной заливке",
        "Calories": "40 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,11 г",
        "Urglevodi": "9,7 г"
    },
    {
        "Title": "Виноград киш-миш, консервированный в насыщенном сахарном сиропе",
        "Calories": "76 кКал",
        "Proteins": "0,48 г",
        "Fats": "0,1 г",
        "Urglevodi": "19,05 г"
    },
    {
        "Title": "Виноград, красный или белый, европейский (например, киш-миш)",
        "Calories": "69 кКал",
        "Proteins": "0,72 г",
        "Fats": "0,16 г",
        "Urglevodi": "17,2 г"
    },
    {
        "Title": "Виноград, мускатный",
        "Calories": "57 кКал",
        "Proteins": "0,81 г",
        "Fats": "0,47 г",
        "Urglevodi": "10,03 г"
    },
    {
        "Title": "Вишневый компот. Консервы",
        "Calories": "101 кКал",
        "Proteins": "0,6 г",
        "Fats": "0,3 г",
        "Urglevodi": "23,7 г"
    },
    {
        "Title": "Вишня",
        "Calories": "52 кКал",
        "Proteins": "0,8 г",
        "Fats": "0,2 г",
        "Urglevodi": "10,6 г"
    },
    {
        "Title": "Вишня",
        "Calories": "50 кКал",
        "Proteins": "1 г",
        "Fats": "0,3 г",
        "Urglevodi": "10,58 г"
    },
    {
        "Title": "Вишня войлочная",
        "Calories": "39 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "9 г"
    },
    {
        "Title": "Вишня замороженная, неподслащенная",
        "Calories": "46 кКал",
        "Proteins": "0,92 г",
        "Fats": "0,44 г",
        "Urglevodi": "9,42 г"
    },
    {
        "Title": "Вишня коктейльная, консервированная",
        "Calories": "165 кКал",
        "Proteins": "0,22 г",
        "Fats": "0,21 г",
        "Urglevodi": "38,77 г"
    },
    {
        "Title": "Вишня Монморанси, сушеная, подслащенная",
        "Calories": "333 кКал",
        "Proteins": "1,25 г",
        "Fats": "0,73 г",
        "Urglevodi": "77,95 г"
    },
    {
        "Title": "Вишня, консервированная в водной заливке",
        "Calories": "36 кКал",
        "Proteins": "0,77 г",
        "Fats": "0,1 г",
        "Urglevodi": "7,84 г"
    },
    {
        "Title": "Вишня, консервированная в водной заливке, содержимое без жидкости",
        "Calories": "42 кКал",
        "Proteins": "0,69 г",
        "Fats": "0,21 г",
        "Urglevodi": "9,25 г"
    },
    {
        "Title": "Вишня, консервированная в легком сахарном сиропе",
        "Calories": "75 кКал",
        "Proteins": "0,74 г",
        "Fats": "0,1 г",
        "Urglevodi": "18,5 г"
    },
    {
        "Title": "Вишня, консервированная в насыщенном сахарном сиропе",
        "Calories": "91 кКал",
        "Proteins": "0,73 г",
        "Fats": "0,1 г",
        "Urglevodi": "22,17 г"
    },
    {
        "Title": "Вишня, консервированная в экстра-насыщенном сахарном сиропе",
        "Calories": "114 кКал",
        "Proteins": "0,71 г",
        "Fats": "0,09 г",
        "Urglevodi": "28,43 г"
    },
    {
        "Title": "Голубика",
        "Calories": "39 кКал",
        "Proteins": "1 г",
        "Fats": "0,5 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Гранат",
        "Calories": "72 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,6 г",
        "Urglevodi": "14,5 г"
    },
    {
        "Title": "Гранат",
        "Calories": "83 кКал",
        "Proteins": "1,67 г",
        "Fats": "1,17 г",
        "Urglevodi": "14,7 г"
    },
    {
        "Title": "Грейпфрут",
        "Calories": "35 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,2 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Грейпфрут белый",
        "Calories": "33 кКал",
        "Proteins": "0,69 г",
        "Fats": "0,1 г",
        "Urglevodi": "7,31 г"
    },
    {
        "Title": "Грейпфрут белый, Калифорнийский",
        "Calories": "37 кКал",
        "Proteins": "0,88 г",
        "Fats": "0,1 г",
        "Urglevodi": "9,09 г"
    },
    {
        "Title": "Грейпфрут белый, Флоридский",
        "Calories": "32 кКал",
        "Proteins": "0,63 г",
        "Fats": "0,1 г",
        "Urglevodi": "8,19 г"
    },
    {
        "Title": "Грейпфрут розовый и красный",
        "Calories": "42 кКал",
        "Proteins": "0,77 г",
        "Fats": "0,14 г",
        "Urglevodi": "9,06 г"
    },
    {
        "Title": "Грейпфрут розовый и красный, Калифорнийский и Аризонский",
        "Calories": "37 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,1 г",
        "Urglevodi": "9,69 г"
    },
    {
        "Title": "Грейпфрут розовый и красный, Флоридский",
        "Calories": "30 кКал",
        "Proteins": "0,55 г",
        "Fats": "0,1 г",
        "Urglevodi": "6,4 г"
    },
    {
        "Title": "Грейпфрут, все виды",
        "Calories": "32 кКал",
        "Proteins": "0,63 г",
        "Fats": "0,1 г",
        "Urglevodi": "6,98 г"
    },
    {
        "Title": "Грейпфрут, консервированный в водной заливке",
        "Calories": "36 кКал",
        "Proteins": "0,58 г",
        "Fats": "0,1 г",
        "Urglevodi": "8,75 г"
    },
    {
        "Title": "Грейпфрут, консервированный в легком сахарном сиропе",
        "Calories": "60 кКал",
        "Proteins": "0,56 г",
        "Fats": "0,1 г",
        "Urglevodi": "15,04 г"
    },
    {
        "Title": "Грейпфрут, консервированный в собственном соку",
        "Calories": "37 кКал",
        "Proteins": "0,7 г",
        "Fats": "0,09 г",
        "Urglevodi": "8,81 г"
    },
    {
        "Title": "Груша",
        "Calories": "57 кКал",
        "Proteins": "0,36 г",
        "Fats": "0,14 г",
        "Urglevodi": "12,13 г"
    },
    {
        "Title": "Груша",
        "Calories": "47 кКал",
        "Proteins": "0,4 г",
        "Fats": "0,3 г",
        "Urglevodi": "10,3 г"
    },
    {
        "Title": "Груша азиатская (китайская)",
        "Calories": "42 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,23 г",
        "Urglevodi": "7,05 г"
    },
    {
        "Title": "Груша Анжу зеленая",
        "Calories": "66 кКал",
        "Proteins": "0,44 г",
        "Fats": "0,1 г",
        "Urglevodi": "12,69 г"
    },
    {
        "Title": "Груша Анжу красная",
        "Calories": "62 кКал",
        "Proteins": "0,33 г",
        "Fats": "0,14 г",
        "Urglevodi": "11,94 г"
    },
    {
        "Title": "Груша Бартлетт (вильямс, дюшес)",
        "Calories": "63 кКал",
        "Proteins": "0,39 г",
        "Fats": "0,16 г",
        "Urglevodi": "11,91 г"
    },
    {
        "Title": "Груша Бере Боск",
        "Calories": "67 кКал",
        "Proteins": "0,36 г",
        "Fats": "0,09 г",
        "Urglevodi": "13 г"
    },
    {
        "Title": "Груша сушеная",
        "Calories": "270 кКал",
        "Proteins": "2,3 г",
        "Fats": "0,6 г",
        "Urglevodi": "62,6 г"
    },
    {
        "Title": "Грушевый компот. Консервы",
        "Calories": "74 кКал",
        "Proteins": "0,2 г",
        "Fats": "0,2 г",
        "Urglevodi": "18,1 г"
    },
    {
        "Title": "Груши сушеные",
        "Calories": "262 кКал",
        "Proteins": "1,87 г",
        "Fats": "0,63 г",
        "Urglevodi": "62,2 г"
    },
    {
        "Title": "Груши сушеные, тушеные без сахара",
        "Calories": "127 кКал",
        "Proteins": "0,91 г",
        "Fats": "0,31 г",
        "Urglevodi": "27,41 г"
    },
    {
        "Title": "Груши сушеные, тушеные с сахаром",
        "Calories": "140 кКал",
        "Proteins": "0,86 г",
        "Fats": "0,29 г",
        "Urglevodi": "31,34 г"
    },
    {
        "Title": "Груши, консервированные в водной заливке",
        "Calories": "29 кКал",
        "Proteins": "0,19 г",
        "Fats": "0,03 г",
        "Urglevodi": "6,21 г"
    },
    {
        "Title": "Груши, консервированные в легком сахарном сиропе",
        "Calories": "57 кКал",
        "Proteins": "0,19 г",
        "Fats": "0,03 г",
        "Urglevodi": "13,57 г"
    },
    {
        "Title": "Груши, консервированные в насыщенном сахарном сиропе",
        "Calories": "74 кКал",
        "Proteins": "0,2 г",
        "Fats": "0,13 г",
        "Urglevodi": "17,57 г"
    },
    {
        "Title": "Груши, консервированные в насыщенном сахарном сиропе, сухой продукт",
        "Calories": "74 кКал",
        "Proteins": "0,24 г",
        "Fats": "0,18 г",
        "Urglevodi": "16,38 г"
    },
    {
        "Title": "Груши, консервированные в собственном соку",
        "Calories": "50 кКал",
        "Proteins": "0,34 г",
        "Fats": "0,07 г",
        "Urglevodi": "11,34 г"
    },
    {
        "Title": "Груши, консервированные в экстра-легком сахарном сиропе",
        "Calories": "47 кКал",
        "Proteins": "0,3 г",
        "Fats": "0,1 г",
        "Urglevodi": "10,6 г"
    },
    {
        "Title": "Груши, консервированные в экстра-насыщенном сахарном сиропе",
        "Calories": "97 кКал",
        "Proteins": "0,19 г",
        "Fats": "0,13 г",
        "Urglevodi": "23,65 г"
    },
    {
        "Title": "Гуава",
        "Calories": "68 кКал",
        "Proteins": "2,55 г",
        "Fats": "0,95 г",
        "Urglevodi": "8,92 г"
    },
    {
        "Title": "Гуава земляничная",
        "Calories": "69 кКал",
        "Proteins": "0,58 г",
        "Fats": "0,6 г",
        "Urglevodi": "11,96 г"
    },
    {
        "Title": "Гуава, соус, приготовленный",
        "Calories": "36 кКал",
        "Proteins": "0,32 г",
        "Fats": "0,14 г",
        "Urglevodi": "5,88 г"
    },
    {
        "Title": "Джамболан (ямболан), сырой",
        "Calories": "60 кКал",
        "Proteins": "0,72 г",
        "Fats": "0,23 г",
        "Urglevodi": "15,56 г"
    },
    {
        "Title": "Джекфрут, консервированный в сахарном сиропе",
        "Calories": "92 кКал",
        "Proteins": "0,36 г",
        "Fats": "0,14 г",
        "Urglevodi": "23,04 г"
    },
    {
        "Title": "Джекфрут, сырой",
        "Calories": "95 кКал",
        "Proteins": "1,72 г",
        "Fats": "0,64 г",
        "Urglevodi": "21,75 г"
    },
    {
        "Title": "Дуриан",
        "Calories": "147 кКал",
        "Proteins": "1,47 г",
        "Fats": "5,33 г",
        "Urglevodi": "23,29 г"
    },
    {
        "Title": "Дыня",
        "Calories": "35 кКал",
        "Proteins": "0,6 г",
        "Fats": "0,3 г",
        "Urglevodi": "7,4 г"
    },
    {
        "Title": "Дыня белая мускатная",
        "Calories": "36 кКал",
        "Proteins": "0,54 г",
        "Fats": "0,14 г",
        "Urglevodi": "8,29 г"
    },
    {
        "Title": "Дыня замороженная, шарики",
        "Calories": "33 кКал",
        "Proteins": "0,84 г",
        "Fats": "0,25 г",
        "Urglevodi": "7,24 г"
    },
    {
        "Title": "Дыня зимняя, кассаба",
        "Calories": "28 кКал",
        "Proteins": "1,11 г",
        "Fats": "0,1 г",
        "Urglevodi": "5,68 г"
    },
    {
        "Title": "Дыня мускусная, канталупа",
        "Calories": "34 кКал",
        "Proteins": "0,84 г",
        "Fats": "0,19 г",
        "Urglevodi": "7,26 г"
    },
    {
        "Title": "Дыня рогатая, (кивано), огурец африканский",
        "Calories": "44 кКал",
        "Proteins": "1,78 г",
        "Fats": "1,26 г",
        "Urglevodi": "7,56 г"
    },
    {
        "Title": "Ежевика",
        "Calories": "34 кКал",
        "Proteins": "1,5 г",
        "Fats": "0,5 г",
        "Urglevodi": "4,4 г"
    },
    {
        "Title": "Ежевика",
        "Calories": "43 кКал",
        "Proteins": "1,39 г",
        "Fats": "0,49 г",
        "Urglevodi": "4,31 г"
    },
    {
        "Title": "Ежевика дикая (Аляска)",
        "Calories": "52 кКал",
        "Proteins": "0,84 г",
        "Fats": "1,07 г",
        "Urglevodi": "6,64 г"
    },
    {
        "Title": "Ежевика, замороженная, неподслащенная",
        "Calories": "64 кКал",
        "Proteins": "1,18 г",
        "Fats": "0,43 г",
        "Urglevodi": "10,67 г"
    },
    {
        "Title": "Ежевика, консервированная в насыщенном сахарном сиропе",
        "Calories": "92 кКал",
        "Proteins": "1,31 г",
        "Fats": "0,14 г",
        "Urglevodi": "19,7 г"
    },
    {
        "Title": "Жимолость",
        "Calories": "41,2 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "8,5 г"
    },
    {
        "Title": "Изюм без косточек (из винограда кишмиш)",
        "Calories": "281 кКал",
