Продукт,Калорийность,Белки,Жиры,Углеводы
Суп из овсяной крупы с яблоками,"62,4 кКал","1,7 г","1,4 г","11,5 г"
Суп из овсяных хлопьев с яблоками,"48,1 кКал","1,7 г","1,5 г","7,4 г"
Суп из плодов свежих,"63,2 кКал","0,2 г","0,2 г","16,2 г"
Суп из свежих помидоров,"37,4 кКал","0,9 г","2,1 г",4 г
Суп из свежих фруктов по 1-200,50 кКал,"0,1 г","0,1 г","11,9 г"
Суп из свекольной ботвы и щавеля,"46,6 кКал","1,7 г","3,8 г","1,6 г"
Суп из смеси сухофруктов,"80,5 кКал","0,5 г",0 г,"20,9 г"
Суп из спаржи,78 кКал,"2,6 г","4,8 г","6,6 г"
Суп из утки,283 кКал,"10,9 г",23 г,"8,6 г"
Суп из фасоли с орехами,67 кКал,"2,3 г","4,8 г","3,8 г"
Суп из цветной капусты,"36,8 кКал",1 г,"3,2 г","1,1 г"
Суп из черники с клецками,"105,4 кКал","4,6 г","2,3 г","17,6 г"
Суп из черники с макаронами,"34,2 кКал","0,5 г","0,8 г","6,6 г"
Суп из чечевицы,"67,8 кКал","2,5 г","4,2 г","5,2 г"
Суп картофельный,"50,6 кКал","1,3 г","1,1 г","9,4 г"
Суп картофельный по 1-142,45 кКал,"1,1 г","1,2 г","7,8 г"
Суп картофельный с бобовыми,"73,3 кКал","2,7 г","2,4 г","10,8 г"
Суп картофельный с грибами,"42,2 кКал","1,7 г","1,2 г","6,5 г"
Суп картофельный с кальмарами,"62,4 кКал",4 г,"2,4 г","6,5 г"
Суп картофельный с крупой,"53,6 кКал","1,3 г","1,2 г",10 г
Суп картофельный с макаронными изделиями,"47,7 кКал","1,3 г",1 г,"8,8 г"
Суп картофельный с мясными фрикадельками,"57,6 кКал","3,3 г","2,2 г","6,5 г"
Суп картофельный с перловой крупой по 1-146,37 кКал,1 г,"1,1 г","6,5 г"
Суп картофельный с рыбными фрикадельками,"48,9 кКал","2,5 г","1,6 г","6,6 г"
Суп картофельный со сладким перцем,"55,9 кКал","0,9 г","3,7 г","4,9 г"
Суп лапша грибная,"41,3 кКал","1,6 г","2,1 г","4,1 г"
Суп молочный рисовый,"99,2 кКал","3,1 г",5 г,"11,1 г"
"Суп молочный с белокочанной капустой, по 1-180",54 кКал,2 г,2 г,"6,8 г"
Суп молочный с грибами,"67,2 кКал","2,5 г","3,3 г","7,3 г"
"Суп молочный с картофельными ""стружками""","51,3 кКал","1,4 г","3,6 г","3,5 г"
Суп молочный с клецками,"110,9 кКал","3,8 г","5,2 г",13 г
Суп молочный с крупой,"68,2 кКал","2,6 г","2,8 г","8,7 г"
"Суп молочный с макаронами, по 1-172",58 кКал,"2,2 г","1,9 г","7,9 г"
Суп молочный с макаронными изделиями,"64,6 кКал","2,8 г","2,7 г","7,7 г"
Суп молочный с овощами,"84,9 кКал","4,5 г","2,8 г","11,2 г"
Суп молочный с рисом,"61,9 кКал","2,2 г","2,8 г","7,5 г"
Суп молочный с рисом,81 кКал,"2,1 г","3,9 г",10 г
"Суп молочный с рисом, по 1-174",54 кКал,"1,8 г","1,9 г","7,3 г"
Суп молочный с тыквой,"50,9 кКал","2,1 г","1,7 г","7,2 г"
"Суп молочный с тыквой и манной крупой, по 1-178",50 кКал,2 г,"2,2 г","5,4 г"
Суп овощной на отваре шиповника,"67,8 кКал","2,3 г","3,2 г","7,9 г"
Суп перловый с грибами по 1-164,43 кКал,"1,6 г","1,2 г","6,4 г"
Суп пикантный с креветками,"81,9 кКал",9 г,"2,7 г","5,7 г"
Суп полевой,"93,5 кКал","1,5 г","5,9 г","9,2 г"
Суп пшенный с мясом по 1-160,57 кКал,"2,9 г","2,2 г","6,4 г"
Суп рисовый по 1-158,38 кКал,"0,9 г","1,1 г","6,2 г"
Суп с бобовыми (фасоль) по 1-162,54 кКал,3 г,"1,3 г","6,9 г"
Суп с крупой,"41,5 кКал","0,7 г","1,9 г","5,7 г"
Суп с макаронными изделиями,39 кКал,"0,9 г",2 г,"4,5 г"
Суп с перловой крупой,0 кКал,0 г,0 г,0 г
Суп с рыбными вареничками,"64,3 кКал","5,2 г","2,6 г","5,3 г"
Суп с рыбными фрикадельками,"28,8 кКал","3,7 г","0,6 г","2,3 г"
Суп с фрикадельками,24 кКал,"1,7 г","0,9 г","2,3 г"
Суп со шпинатом и грибами,"76,8 кКал","1,8 г","7,6 г","0,5 г"
Суп фасолевый,"66,3 кКал","1,7 г","4,8 г","4,2 г"
Суп харчо с мясом по 1-164,75 кКал,"3,1 г","4,5 г","5,5 г"
"Суп холодный ""Таратор""","146,1 кКал","3,9 г",10 г,"10,7 г"
Суп-крем из тыквы,"92,5 кКал","3,4 г","4,6 г",10 г
Суп-лапша домашняя,"47,8 кКал","1,2 г","2,4 г","5,9 г"
Суп-лапша с помидорами по-казачьи,"67,4 кКал",4 г,"4,1 г",4 г
Суп-пюре из зеленого горошка,"82,7 кКал",4 г,3 г,"10,5 г"
Суп-пюре из кабачков или тыквы,47 кКал,"1,3 г","2,8 г","4,5 г"
Суп-пюре из картофеля и моркови,"37,7 кКал","0,6 г","2,9 г","2,4 г"
Суп-пюре из картофеля по 1-180,58 кКал,"1,6 г",2 г,"8,3 г"
Суп-пюре из моркови по 1-182,39 кКал,"1,2 г","1,8 г","4,5 г"
Суп-пюре из печени,"67,9 кКал","3,7 г","4,1 г","4,3 г"
Суп-пюре из птицы,"93,1 кКал","4,8 г","6,8 г","3,5 г"
Суп-пюре из разных овощей,"60,3 кКал","2,3 г","2,8 г",7 г
Суп-пюре из рисовой крупы по 1-186,48 кКал,"1,4 г","1,3 г","7,7 г"
Суп-пюре из свежих помидоров,"40,5 кКал","1,8 г","3,1 г","1,4 г"
Суп-пюре из черники,"33,5 кКал","0,3 г","1,3 г","5,5 г"
Суп-пюре из шпината по 1-184,42 кКал,"1,9 г",2 г,4 г
"Суп-салат ""Садовый""","62,8 кКал","5,6 г","2,8 г",4 г
Суп-харчо,"43,9 кКал","2,2 г","2,1 г","4,3 г"
Суп-харчо (грузинское национальное блюдо),"87,9 кКал","4,8 г","5,5 г",5 г
Сырный суп,"93,4 кКал","4,7 г","6,9 г","3,2 г"
Уха ладожская с кнелями и расстегаями,"85,2 кКал","13,4 г","2,5 г","2,5 г"
Уха ростовская,"70,1 кКал","8,5 г","2,2 г","4,4 г"
Уха рыбацкая,"66,7 кКал","8,5 г","1,9 г","4,3 г"
Уха с перловой крупой,"66,3 кКал","9,3 г",1 г,"5,4 г"
Уха с расстегаями,"85,3 кКал","10,4 г","2,9 г","4,7 г"
Фасолевый суп,"48,1 кКал","2,3 г","1,6 г","6,6 г"
Харчо,"114,9 кКал",8 г,"3,6 г","13,6 г"
Хирмаса (суп из субпродуктов с лапшой домашней - бурятское национальное блюдо),"85,6 кКал","4,3 г","5,5 г",5 г
Холодный борщ с редькой,"32,3 кКал","0,9 г",2 г,"2,9 г"
Щи боярские,"48,3 кКал","3,5 г","2,6 г","2,9 г"
Щи зеленые с яйцом,"44,9 кКал","1,9 г","3,2 г","2,2 г"
Щи из квашеной капусты,"37,2 кКал",2 г,"2,8 г",1 г
Щи из квашеной капусты,"28,7 кКал","0,8 г","1,7 г","2,6 г"
Щи из квашеной капусты по 1-132,19 кКал,"0,8 г",1 г,"1,5 г"
Щи из клевера и щавеля,"116,3 кКал","3,3 г","8,9 г","6,1 г"
Щи из свежей белокочанной капусты,"17,1 кКал","0,5 г","0,8 г","2,2 г"
Щи из свежей капусты,"33,3 кКал",1 г,"1,9 г","3,4 г"
Щи из свежей капусты по 1-130,24 кКал,"0,9 г","1,1 г","2,5 г"
Щи из свежей капусты с картофелем,"41,6 кКал","1,1 г","2,1 г","4,9 г"
Щи из щавеля,"45,3 кКал","2,1 г","3,1 г","2,4 г"
Щи из щавеля по 1-132,48 кКал,"2,3 г","3,5 г","1,8 г"
Щи по-уральски (с крупой),"31,5 кКал","0,8 г","1,8 г","3,2 г"
Щи с ячневой крупой,"47,6 кКал","2,3 г","3,6 г","1,6 г"
Щи суточные,"46,3 кКал","1,7 г","3,2 г","2,8 г"
Щи суточные по 1-134,19 кКал,"0,9 г",1 г,"1,5 г"
Щи томленые с гречневыми блинами,"56,8 кКал","3,5 г","3,7 г","2,6 г"
Юшка картофельная с кабачками и помидорами,"74,6 кКал","3,5 г","4,3 г",6 г
Яблочный суп со сметаной,"50,5 кКал","0,8 г","3,2 г","4,9 г"
[
    {
        "Title": "Борщ",
        "Calories": "57,7 кКал",
        "Proteins": "3,8 г",
        "Fats": "2,9 г",
        "Urglevodi": "4,3 г"
    },
    {
        "Title": "Борщ из свежей капусты и картофеля по 1-110",
        "Calories": "36 кКал",
        "Proteins": "1 г",
        "Fats": "1,1 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Борщ кубанский с кабачками",
        "Calories": "88,2 кКал",
        "Proteins": "4,9 г",
        "Fats": "5,7 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Борщ летний (с ботвой свеклы)",
        "Calories": "69 кКал",
        "Proteins": "3,9 г",
        "Fats": "3,2 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Борщ летний по 1-122",
        "Calories": "38 кКал",
        "Proteins": "1,1 г",
        "Fats": "1,2 г",
        "Urglevodi": "5,7 г"
    },
    {
        "Title": "Борщ московский",
        "Calories": "115,5 кКал",
        "Proteins": "8,3 г",
        "Fats": "7,2 г",
        "Urglevodi": "4,6 г"
    },
    {
        "Title": "Борщ по 1-110",
        "Calories": "29 кКал",
        "Proteins": "0,8 г",
        "Fats": "1 г",
        "Urglevodi": "4,1 г"
    },
    {
        "Title": "Борщ по-вегетариански",
        "Calories": "34,7 кКал",
        "Proteins": "0,5 г",
        "Fats": "2,7 г",
        "Urglevodi": "2,2 г"
    },
    {
        "Title": "Борщ с капустой и картофелем",
        "Calories": "61,6 кКал",
        "Proteins": "3,8 г",
        "Fats": "2,9 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Борщ с картофелем по 1-112",
        "Calories": "42 кКал",
        "Proteins": "1,1 г",
        "Fats": "1,1 г",
        "Urglevodi": "6,8 г"
    },
    {
        "Title": "Борщ с черносливом и грибами",
        "Calories": "74 кКал",
        "Proteins": "4,6 г",
        "Fats": "3,1 г",
        "Urglevodi": "7,4 г"
    },
    {
        "Title": "Борщ сибирский",
        "Calories": "76,7 кКал",
        "Proteins": "5,4 г",
        "Fats": "3,4 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Борщ украинский",
        "Calories": "90,2 кКал",
        "Proteins": "4,4 г",
        "Fats": "4,4 г",
        "Urglevodi": "8,7 г"
    },
    {
        "Title": "Борщ украинский по 1-122",
        "Calories": "50 кКал",
        "Proteins": "1,1 г",
        "Fats": "2,2 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Борщ холодный",
        "Calories": "27,1 кКал",
        "Proteins": "1,1 г",
        "Fats": "1,3 г",
        "Urglevodi": "3 г"
    },
    {
        "Title": "Борщ холодный",
        "Calories": "45,7 кКал",
        "Proteins": "1,5 г",
        "Fats": "3,2 г",
        "Urglevodi": "3 г"
    },
    {
        "Title": "Говяжий суп",
        "Calories": "28,8 кКал",
        "Proteins": "2,3 г",
        "Fats": "1,1 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Голландский зеленый суп",
        "Calories": "65,3 кКал",
        "Proteins": "4,8 г",
        "Fats": "1,4 г",
        "Urglevodi": "8,8 г"
    },
    {
        "Title": "Голландский зеленый суп",
        "Calories": "0 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Гороховый суп",
        "Calories": "54,3 кКал",
        "Proteins": "2,2 г",
        "Fats": "3 г",
        "Urglevodi": "5 г"
    },
    {
        "Title": "Грибной борщ",
        "Calories": "27,1 кКал",
        "Proteins": "0,7 г",
        "Fats": "2,1 г",
        "Urglevodi": "1,4 г"
    },
    {
        "Title": "Грибной суп",
        "Calories": "50,9 кКал",
        "Proteins": "0,8 г",
        "Fats": "3,4 г",
        "Urglevodi": "4,6 г"
    },
    {
        "Title": "Куриный суп по-индийски",
        "Calories": "0 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Куриный суп с макаронами",
        "Calories": "59,7 кКал",
        "Proteins": "4,5 г",
        "Fats": "3,3 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Литовский холодный борщ",
        "Calories": "63,8 кКал",
        "Proteins": "2,9 г",
        "Fats": "2,2 г",
        "Urglevodi": "8,6 г"
    },
    {
        "Title": "Лэпсытепх (бульон с жареными орешками из муки и зажаркой - адыгейское национальное блюдо)",
        "Calories": "167,1 кКал",
        "Proteins": "11,4 г",
        "Fats": "10,3 г",
        "Urglevodi": "7,6 г"
    },
    {
        "Title": "Молочный суп с морковью",
        "Calories": "33,6 кКал",
        "Proteins": "1,6 г",
        "Fats": "1,5 г",
        "Urglevodi": "3,7 г"
    },
    {
        "Title": "Окрошка мясная на кефире с говядиной, по 1-194",
        "Calories": "39 кКал",
        "Proteins": "2,8 г",
        "Fats": "1,1 г",
        "Urglevodi": "4,3 г"
    },
    {
        "Title": "Окрошка мясная со сметаной и говядиной,  по 1-192",
        "Calories": "52 кКал",
        "Proteins": "2,1 г",
        "Fats": "1,7 г",
        "Urglevodi": "6,3 г"
    },
    {
        "Title": "Окрошка овощная по 1-192",
        "Calories": "39 кКал",
        "Proteins": "0,9 г",
        "Fats": "0,8 г",
        "Urglevodi": "6,8 г"
    },
    {
        "Title": "Похлебка грибная (карельское национальное блюдо)",
        "Calories": "81,6 кКал",
        "Proteins": "3,1 г",
        "Fats": "4,1 г",
        "Urglevodi": "8,5 г"
    },
    {
        "Title": "Похлебка из сардин в горшочке",
        "Calories": "115,8 кКал",
        "Proteins": "6,4 г",
        "Fats": "6,9 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Похлебка по-суворовски",
        "Calories": "70,4 кКал",
        "Proteins": "8,7 г",
        "Fats": "2,4 г",
        "Urglevodi": "3,8 г"
    },
    {
        "Title": "Похлебка рыбная по-сибирски",
        "Calories": "57,8 кКал",
        "Proteins": "4,8 г",
        "Fats": "1,5 г",
        "Urglevodi": "6,7 г"
    },
    {
        "Title": "Похлебка старомосковская",
        "Calories": "94,1 кКал",
        "Proteins": "3,6 г",
        "Fats": "7,1 г",
        "Urglevodi": "4,2 г"
    },
    {
        "Title": "Рассольник",
        "Calories": "40,4 кКал",
        "Proteins": "0,9 г",
        "Fats": "1,6 г",
        "Urglevodi": "5,9 г"
    },
    {
        "Title": "Рассольник",
        "Calories": "0 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Рассольник домашний",
        "Calories": "38,4 кКал",
        "Proteins": "0,9 г",
        "Fats": "1,6 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Рассольник домашний по 1-136",
        "Calories": "36 кКал",
        "Proteins": "1 г",
        "Fats": "1 г",
        "Urglevodi": "5,8 г"
    },
    {
        "Title": "Рассольник ленинградский",
        "Calories": "53,3 кКал",
        "Proteins": "1,3 г",
        "Fats": "1,7 г",
        "Urglevodi": "8,8 г"
    },
    {
        "Title": "Рассольник по-кубански",
        "Calories": "100,8 кКал",
        "Proteins": "4,9 г",
        "Fats": "5,7 г",
        "Urglevodi": "7,9 г"
    },
    {
        "Title": "Рисовый грибной суп",
        "Calories": "62,7 кКал",
        "Proteins": "2 г",
        "Fats": "2,2 г",
        "Urglevodi": "9,3 г"
    },
    {
        "Title": "Свекольник холодный",
        "Calories": "62,6 кКал",
        "Proteins": "1,8 г",
        "Fats": "3,6 г",
        "Urglevodi": "6,2 г"
    },
    {
        "Title": "Свекольник холодный по 1-198",
        "Calories": "30 кКал",
        "Proteins": "0,8 г",
        "Fats": "0,2 г",
        "Urglevodi": "6,1 г"
    },
    {
        "Title": "Сладкий суп из черники с клецками",
        "Calories": "75,8 кКал",
        "Proteins": "1,4 г",
        "Fats": "1,3 г",
        "Urglevodi": "15,6 г"
    },
    {
        "Title": "Солянка грибная по 1-172",
        "Calories": "18 кКал",
        "Proteins": "0,5 г",
        "Fats": "1,2 г",
        "Urglevodi": "1,3 г"
    },
    {
        "Title": "Солянка рыбная, по 1-170",
        "Calories": "25 кКал",
        "Proteins": "2,4 г",
        "Fats": "1,2 г",
        "Urglevodi": "1,2 г"
    },
    {
        "Title": "Солянка сборная мясная, по 1-168",
        "Calories": "39 кКал",
        "Proteins": "2,1 г",
        "Fats": "2,8 г",
        "Urglevodi": "1,3 г"
    },
    {
        "Title": "Суп \"Ереванский\"",
        "Calories": "54,1 кКал",
        "Proteins": "3,1 г",
        "Fats": "1,9 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Суп \"Хинкал\" (суп с мясом и ракушками - дагестанское национальное блюдо)",
        "Calories": "125,1 кКал",
        "Proteins": "10,2 г",
        "Fats": "6,1 г",
        "Urglevodi": "7,8 г"
    },
    {
        "Title": "Суп вишневый с клецками",
        "Calories": "79,3 кКал",
        "Proteins": "2 г",
        "Fats": "1,1 г",
        "Urglevodi": "16,4 г"
    },
    {
        "Title": "Суп гороховый с яблоками",
        "Calories": "44 кКал",
        "Proteins": "2,5 г",
        "Fats": "2,3 г",
        "Urglevodi": "3,6 г"
    },
    {
        "Title": "Суп грибной картофельный",
        "Calories": "45,5 кКал",
        "Proteins": "0,8 г",
        "Fats": "3,7 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Суп грибной с пирожками",
        "Calories": "60,3 кКал",
        "Proteins": "1,3 г",
        "Fats": "5,2 г",
        "Urglevodi": "2,2 г"
    },
    {
        "Title": "Суп из белых грибов с макаронами",
        "Calories": "58,1 кКал",
        "Proteins": "1,4 г",
        "Fats": "4,7 г",
        "Urglevodi": "2,8 г"
    },
    {
        "Title": "Суп из говядины",
        "Calories": "41,9 кКал",
        "Proteins": "2,4 г",
        "Fats": "2,5 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Суп из клюквы и яблок",
        "Calories": "51 кКал",
        "Proteins": "0,4 г",
        "Fats": "1,9 г",
        "Urglevodi": "8,7 г"
    },
    {
        "Title": "Суп из моркови и кефира",
        "Calories": "58 кКал",
        "Proteins": "2,3 г",
        "Fats": "2,1 г",
        "Urglevodi": "8 г"
    },
    {
        "Title": "Суп из овощей",
        "Calories": "36,7 кКал",
        "Proteins": "1,7 г",
        "Fats": "1,6 г",
        "Urglevodi": "4,2 г"
    },
    {
        "Title": "Суп из овсяной крупы с яблоками",
        "Calories": "62,4 кКал",
        "Proteins": "1,7 г",
        "Fats": "1,4 г",
        "Urglevodi": "11,5 г"
    },
    {
        "Title": "Суп из овсяных хлопьев с яблоками",
        "Calories": "48,1 кКал",
        "Proteins": "1,7 г",
        "Fats": "1,5 г",
        "Urglevodi": "7,4 г"
    },
    {
        "Title": "Суп из плодов свежих",
        "Calories": "63,2 кКал",
        "Proteins": "0,2 г",
        "Fats": "0,2 г",
        "Urglevodi": "16,2 г"
    },
    {
        "Title": "Суп из свежих помидоров",
        "Calories": "37,4 кКал",
        "Proteins": "0,9 г",
        "Fats": "2,1 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Суп из свежих фруктов по 1-200",
        "Calories": "50 кКал",
        "Proteins": "0,1 г",
        "Fats": "0,1 г",
        "Urglevodi": "11,9 г"
    },
    {
        "Title": "Суп из свекольной ботвы и щавеля",
        "Calories": "46,6 кКал",
        "Proteins": "1,7 г",
        "Fats": "3,8 г",
        "Urglevodi": "1,6 г"
    },
    {
        "Title": "Суп из смеси сухофруктов",
        "Calories": "80,5 кКал",
        "Proteins": "0,5 г",
        "Fats": "0 г",
        "Urglevodi": "20,9 г"
    },
    {
        "Title": "Суп из спаржи",
        "Calories": "78 кКал",
        "Proteins": "2,6 г",
        "Fats": "4,8 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Суп из утки",
        "Calories": "283 кКал",
        "Proteins": "10,9 г",
        "Fats": "23 г",
        "Urglevodi": "8,6 г"
    },
    {
        "Title": "Суп из фасоли с орехами",
        "Calories": "67 кКал",
        "Proteins": "2,3 г",
        "Fats": "4,8 г",
        "Urglevodi": "3,8 г"
    },
    {
        "Title": "Суп из цветной капусты",
        "Calories": "36,8 кКал",
        "Proteins": "1 г",
        "Fats": "3,2 г",
        "Urglevodi": "1,1 г"
    },
    {
        "Title": "Суп из черники с клецками",
        "Calories": "105,4 кКал",
        "Proteins": "4,6 г",
        "Fats": "2,3 г",
        "Urglevodi": "17,6 г"
    },
    {
        "Title": "Суп из черники с макаронами",
        "Calories": "34,2 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,8 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Суп из чечевицы",
        "Calories": "67,8 кКал",
        "Proteins": "2,5 г",
        "Fats": "4,2 г",
        "Urglevodi": "5,2 г"
    },
    {
        "Title": "Суп картофельный",
        "Calories": "50,6 кКал",
        "Proteins": "1,3 г",
        "Fats": "1,1 г",
        "Urglevodi": "9,4 г"
    },
    {
        "Title": "Суп картофельный по 1-142",
        "Calories": "45 кКал",
        "Proteins": "1,1 г",
        "Fats": "1,2 г",
        "Urglevodi": "7,8 г"
    },
    {
        "Title": "Суп картофельный с бобовыми",
        "Calories": "73,3 кКал",
        "Proteins": "2,7 г",
        "Fats": "2,4 г",
        "Urglevodi": "10,8 г"
    },
    {
        "Title": "Суп картофельный с грибами",
        "Calories": "42,2 кКал",
        "Proteins": "1,7 г",
        "Fats": "1,2 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Суп картофельный с кальмарами",
        "Calories": "62,4 кКал",
        "Proteins": "4 г",
        "Fats": "2,4 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Суп картофельный с крупой",
        "Calories": "53,6 кКал",
        "Proteins": "1,3 г",
        "Fats": "1,2 г",
        "Urglevodi": "10 г"
    },
    {
        "Title": "Суп картофельный с макаронными изделиями",
        "Calories": "47,7 кКал",
        "Proteins": "1,3 г",
        "Fats": "1 г",
        "Urglevodi": "8,8 г"
    },
    {
        "Title": "Суп картофельный с мясными фрикадельками",
        "Calories": "57,6 кКал",
        "Proteins": "3,3 г",
        "Fats": "2,2 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Суп картофельный с перловой крупой по 1-146",
        "Calories": "37 кКал",
        "Proteins": "1 г",
        "Fats": "1,1 г",
        "Urglevodi": "6,5 г"
    },
    {
        "Title": "Суп картофельный с рыбными фрикадельками",
        "Calories": "48,9 кКал",
        "Proteins": "2,5 г",
        "Fats": "1,6 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Суп картофельный со сладким перцем",
        "Calories": "55,9 кКал",
        "Proteins": "0,9 г",
        "Fats": "3,7 г",
        "Urglevodi": "4,9 г"
    },
    {
        "Title": "Суп лапша грибная",
        "Calories": "41,3 кКал",
        "Proteins": "1,6 г",
        "Fats": "2,1 г",
        "Urglevodi": "4,1 г"
